"REF_DATE","GEO","DGUID","Electricity generated from fuels","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","2621140","","","","0"
"2008","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","3995810","","","","0"
"2009","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","3572381","","","","0"
"2010","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","3039168","","","","0"
"2011","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","2003160","","r","","0"
"2012","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","2492426","","r","","0"
"2013","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","3508278","","r","","0"
"2014","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","4528078","","","","0"
"2015","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","6992160","","","","0"
"2016","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","8220887","","","","0"
"2017","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","8664926","","","","0"
"2018","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","9016301","","","","0"
"2016","Saskatchewan","2016A000247","Methane","Megawatt hours","210","units ","0","v1079015217","9.26","12075","","","","0"
"2017","Saskatchewan","2016A000247","Methane","Megawatt hours","210","units ","0","v1079015217","9.26","8537","","","","0"
"2018","Saskatchewan","2016A000247","Methane","Megawatt hours","210","units ","0","v1079015217","9.26","7623","","","","0"
"2005","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","42182228","","","","0"
"2006","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","40893746","","","","0"
"2007","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","43727213","","","","0"
"2008","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","41697625","","","","0"
"2009","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","41034329","","r","","0"
"2010","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","41013100","","","","0"
"2011","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","46284803","","","","0"
"2012","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","37270748","","r","","0"
"2013","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","38460417","","","","0"
"2014","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","43408711","","","","0"
"2015","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","39096776","","","","0"
"2016","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","38851635","","","","0"
"2017","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","36971439","","","","0"
"2018","Alberta","2016A000248","Total coal","Megawatt hours","210","units ","0","v52310352","10.2","29383699","","","","0"
"2005","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","313531","","","","0"
"2006","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","390361","","","","0"
"2007","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","335305","","","","0"
"2008","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","352688","","","","0"
"2009","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","499007","","","","0"
"2010","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","450634","","","","0"
"2011","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","448910","","","","0"
"2012","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","549330","","","","0"
"2013","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","540107","","","","0"
"2014","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","489698","","","","0"
"2015","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","445912","","","","0"
"2016","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","426451","","","","0"
"2017","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","341473","","","","0"
"2018","Alberta","2016A000248","Wood","Megawatt hours","210","units ","0","v52310346","10.10","299919","","","","0"
"2005","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","13769","","","","0"
"2006","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","10067","","","","0"
"2007","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","10016","","","","0"
"2008","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","11444","","","","0"
"2009","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","12055","","","","0"
"2010","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","12566","","","","0"
"2011","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","12597","","r","","0"
"2012","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","13161","","","","0"
"2013","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","14026","","r","","0"
"2014","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","19399","","","","0"
"2015","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","18428","","","","0"
"2016","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","0","","","","0"
"2017","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","0","","","","0"
"2018","Alberta","2016A000248","Total petroleum products","Megawatt hours","210","units ","0","v52310349","10.14","0","","","","0"
"2005","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","40","","","","0"
"2006","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","0","","","","0"
"2007","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","0","","","","0"
"2008","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","","..","","","0"
"2009","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","","..","","","0"
"2010","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","","..","","","0"
"2011","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","","..","","","0"
"2012","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","","..","","","0"
"2013","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","","..","","","0"
"2014","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","0","","","","0"
"2015","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","0","","","","0"
"2016","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","0","","","","0"
"2017","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","0","","","","0"
"2018","Alberta","2016A000248","Light fuel oil","Megawatt hours","210","units ","0","v52310350","10.15","0","","","","0"
"2005","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","13729","","","","0"
"2006","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","10067","","","","0"
"2007","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","10016","","","","0"
"2008","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","11444","","","","0"
"2009","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","12055","","","","0"
"2010","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","12566","","","","0"
"2011","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","12597","","r","","0"
"2012","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","13161","","","","0"
"2013","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","14026","","r","","0"
"2014","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","19399","","","","0"
"2015","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","18428","","","","0"
"2016","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","0","","","","0"
"2017","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","0","","","","0"
"2018","Alberta","2016A000248","Diesel","Megawatt hours","210","units ","0","v52310351","10.19","0","","","","0"
"2005","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","0","","","","0"
"2006","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","0","","","","0"
"2007","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","0","","","","0"
"2008","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","81","","","","0"
"2009","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","80","","","","0"
"2010","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","71","","","","0"
"2011","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","63","","r","","0"
"2012","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","55","","","","0"
"2013","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","55","","r","","0"
"2014","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","44","","","","0"
"2015","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","64","","","","0"
"2016","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","0","","","","0"
"2017","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","0","","","","0"
"2018","Alberta","2016A000248","Propane","Megawatt hours","210","units ","0","v52310353","10.21","0","","","","0"
"2005","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","11599542","","","","0"
"2006","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","9694935","","","","0"
"2007","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","8338772","","","","0"
"2008","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","9277533","","","","0"
"2009","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","9967559","","r","","0"
"2010","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","10234401","","","","0"
"2011","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","15237683","","r","","0"
"2012","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","14052789","","r","","0"
"2013","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","14114433","","r","","0"
"2014","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","15713832","","","","0"
"2015","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","14459055","","","","0"
"2016","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","13892598","","","","0"
"2017","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","17253213","","","","0"
"2018","Alberta","2016A000248","Natural gas","Megawatt hours","210","units ","0","v52310356","10.24","20975243","","","","0"
"2006","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","","..","","","0"
"2007","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","","..","","","0"
"2008","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","","..","","","0"
"2009","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","36572","","","","0"
"2010","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","37838","","","","0"
"2011","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","79935","","r","","0"
"2012","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","67425","","r","","0"
"2013","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","76213","","r","","0"
"2014","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","41039","","","","0"
"2015","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","52202","","","","0"
"2016","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","21454","","","","0"
"2017","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","36020","","","","0"
"2018","Alberta","2016A000248","Methane","Megawatt hours","210","units ","0","v65491604","10.26","30500","","","","0"
"2005","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","545907","","","","0"
"2006","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","546358","","","","0"
"2007","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","545083","","","","0"
"2008","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","533604","","","","0"
"2009","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","388174","","","","0"
"2010","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","603502","","","","0"
"2011","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","596610","","r","","0"
"2012","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","383381","","","","0"
"2013","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","463714","","","","0"
"2014","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","376107","","","","0"
"2015","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","360009","","","","0"
"2016","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","387093","","","","0"
"2017","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","387459","","","","0"
"2018","British Columbia","2016A000259","Wood","Megawatt hours","210","units ","0","v52310364","11.10","322347","","","","0"
"2005","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","62174","","","","0"
"2006","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","10879","","","","0"
"2007","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","58612","","","","0"
"2008","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","62573","","","","0"
"2009","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","68407","","","","0"
"2010","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","62576","","r","","0"
"2011","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","58851","","r","","0"
"2012","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","26874","","","","0"
"2013","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","57188","","","","0"
"2014","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","58364","","","","0"
"2015","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","53100","","","","0"
"2016","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","56498","","","","0"
"2017","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","57922","","","","0"
"2018","British Columbia","2016A000259","Total petroleum products","Megawatt hours","210","units ","0","v52310367","11.14","58236","","","","0"
"2005","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","62174","","","","0"
"2006","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","10879","","","","0"
"2007","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","58612","","","","0"
"2008","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","62573","","","","0"
"2009","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","68407","","","","0"
"2010","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","62576","","r","","0"
"2011","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","58851","","r","","0"
"2012","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","26874","","","","0"
"2013","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","57188","","","","0"
"2014","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","58364","","","","0"
"2015","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","53100","","","","0"
"2016","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","56498","","","","0"
"2017","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","57922","","","","0"
"2018","British Columbia","2016A000259","Diesel","Megawatt hours","210","units ","0","v52310368","11.19","58236","","","","0"
"2005","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","3135060","","","","0"
"2006","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","2966836","","","","0"
"2007","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","2162440","","","","0"
"2008","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","2373459","","","","0"
"2009","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","2029539","","","","0"
"2010","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","1846533","","r","","0"
"2011","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","608624","","r","","0"
"2012","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","711707","","r","","0"
"2013","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","892086","","","","0"
"2014","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","935896","","","","0"
"2015","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","788340","","","","0"
"2016","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","603371","","","","0"
"2017","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","457436","","","","0"
"2018","British Columbia","2016A000259","Natural gas","Megawatt hours","210","units ","0","v52310370","11.24","542601","","","","0"
"2006","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","0","","","","0"
"2007","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","0","","","","0"
"2008","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","","..","","","0"
"2009","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","43119","","","","0"
"2010","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","51731","","","","0"
"2011","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","","..","","","0"
"2012","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","","..","","","0"
"2013","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","","..","","","0"
"2014","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","67200","","","","0"
"2015","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","67200","","","","0"
"2016","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","79245","","","","0"
"2017","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","80292","","","","0"
"2018","British Columbia","2016A000259","Methane","Megawatt hours","210","units ","0","v53834233","11.26","59674","","","","0"
"2005","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","22416","","","","0"
"2006","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","23844","","","","0"
"2007","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","23655","","","","0"
"2008","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","23885","","","","0"
"2009","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","22604","","","","0"
"2010","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","24966","","","","0"
"2011","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","36868","","","","0"
"2012","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","24365","","","","0"
"2013","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","23291","","","","0"
"2014","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","22684","","","","0"
"2015","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","24238","","","","0"
"2016","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","23777","","","","0"
"2017","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","26778","","","","0"
"2018","Yukon","2016A000260","Total petroleum products","Megawatt hours","210","units ","0","v52310374","12.14","29210","","","","0"
"2005","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","22416","","","","0"
"2006","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","23844","","","","0"
"2007","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","23655","","","","0"
"2008","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","23885","","","","0"
"2009","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","22604","","","","0"
"2010","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","24966","","","","0"
"2011","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","36868","","","","0"
"2012","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","24365","","","","0"
"2013","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","23291","","","","0"
"2014","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","22684","","","","0"
"2015","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","24238","","","","0"
"2016","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","23777","","","","0"
"2017","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","26778","","","","0"
"2018","Yukon","2016A000260","Diesel","Megawatt hours","210","units ","0","v52310375","12.19","29210","","","","0"
"2014","Yukon","2016A000260","Natural gas","Megawatt hours","210","units ","0","v109757455","12.24","0","","","","0"
"2015","Yukon","2016A000260","Natural gas","Megawatt hours","210","units ","0","v109757455","12.24","1295","","","","0"
"2016","Yukon","2016A000260","Natural gas","Megawatt hours","210","units ","0","v109757455","12.24","3251","","","","0"
"2017","Yukon","2016A000260","Natural gas","Megawatt hours","210","units ","0","v109757455","12.24","9856","","","","0"
"2018","Yukon","2016A000260","Natural gas","Megawatt hours","210","units ","0","v109757455","12.24","30130","","","","0"
"2005","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","54321","","","","0"
"2006","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","36558","","","","0"
"2007","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","40184","","","","0"
"2008","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","57560","","","","0"
"2009","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","61100","","","","0"
"2010","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","57783","","r","","0"
"2011","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","59127","","","","0"
"2012","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","77159","","","","0"
"2013","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","78728","","","","0"
"2014","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","101667","","","","0"
"2015","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","149865","","","","0"
"2016","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","131430","","","","0"
"2017","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","126771","","","","0"
"2018","Northwest Territories","2016A000261","Total petroleum products","Megawatt hours","210","units ","0","v52310377","13.14","100470","","","","0"
"2005","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","54321","","","","0"
"2006","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","36558","","","","0"
"2007","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","40184","","","","0"
"2008","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","57560","","","","0"
"2009","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","61100","","","","0"
"2010","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","57783","","r","","0"
"2011","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","59127","","","","0"
"2012","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","77159","","","","0"
"2013","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","78728","","","","0"
"2014","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","101667","","","","0"
"2015","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","149865","","","","0"
"2016","Northwest Territories","2016A000261","Diesel","Megawatt hours","210","units ","0","v52310378","13.19","131430","","","","0"
