"REF_DATE","GEO","DGUID","Electricity generated from fuels","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Ontario","2016A000235","Wood","Megawatt hours","210","units ","0","v52310448","7.10","415683","","","","0"
"2015","Ontario","2016A000235","Wood","Megawatt hours","210","units ","0","v52310448","7.10","395739","","","","0"
"2016","Ontario","2016A000235","Wood","Megawatt hours","210","units ","0","v52310448","7.10","376010","","","","0"
"2017","Ontario","2016A000235","Wood","Megawatt hours","210","units ","0","v52310448","7.10","395707","","","","0"
"2018","Ontario","2016A000235","Wood","Megawatt hours","210","units ","0","v52310448","7.10","404468","","","","0"
"2005","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","734541","","","","0"
"2006","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","163791","","","","0"
"2007","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","253929","","","","0"
"2008","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","126958","","","","0"
"2009","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","149197","","r","","0"
"2010","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","60588","","","","0"
"2011","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","30562","","","","0"
"2012","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","34444","","","","0"
"2013","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","24843","","","","0"
"2014","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","117545","","","","0"
"2015","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","72174","","","","0"
"2016","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","108591","","","","0"
"2017","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","132371","","","","0"
"2018","Ontario","2016A000235","Total petroleum products","Megawatt hours","210","units ","0","v52310451","7.14","110126","","","","0"
"2005","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","56751","","","","0"
"2006","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","41841","","","","0"
"2007","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","46059","","","","0"
"2008","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","50312","","","","0"
"2009","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","44268","","r","","0"
"2010","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","35686","","","","0"
"2011","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","24807","","","","0"
"2012","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","28630","","","","0"
"2013","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","20818","","","","0"
"2014","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","191","","","","0"
"2015","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","1674","","","","0"
"2016","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","4784","","","","0"
"2017","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","5603","","","","0"
"2018","Ontario","2016A000235","Light fuel oil","Megawatt hours","210","units ","0","v52310452","7.15","4403","","","","0"
"2005","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","677790","","","","0"
"2006","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","121950","","","","0"
"2007","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","207870","","","","0"
"2008","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","76646","","","","0"
"2009","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","104929","","","","0"
"2010","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","24902","","","","0"
"2011","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","5755","","","","0"
"2012","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","5814","","","","0"
"2013","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","4025","","","","0"
"2014","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","55591","","","","0"
"2015","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","8803","","","","0"
"2016","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","41931","","","","0"
"2017","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","62545","","","","0"
"2018","Ontario","2016A000235","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310453","7.16","37300","","","","0"
"2011","Ontario","2016A000235","Diesel","Megawatt hours","210","units ","0","v101254606","7.19","","..","","","0"
"2012","Ontario","2016A000235","Diesel","Megawatt hours","210","units ","0","v101254606","7.19","","..","","","0"
"2013","Ontario","2016A000235","Diesel","Megawatt hours","210","units ","0","v101254606","7.19","","..","","","0"
"2014","Ontario","2016A000235","Diesel","Megawatt hours","210","units ","0","v101254606","7.19","61763","","","","0"
"2015","Ontario","2016A000235","Diesel","Megawatt hours","210","units ","0","v101254606","7.19","61697","","","","0"
"2016","Ontario","2016A000235","Diesel","Megawatt hours","210","units ","0","v101254606","7.19","61876","","","","0"
"2017","Ontario","2016A000235","Diesel","Megawatt hours","210","units ","0","v101254606","7.19","64223","","","","0"
"2018","Ontario","2016A000235","Diesel","Megawatt hours","210","units ","0","v101254606","7.19","68423","","","","0"
"2005","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","10027644","","","","0"
"2006","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","10950560","","","","0"
"2007","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","11771922","","","","0"
"2008","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","9236330","","","","0"
"2009","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","9121533","","r","","0"
"2010","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","14096064","","r","","0"
"2011","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","18455067","","r","","0"
"2012","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","17559656","","r","","0"
"2013","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","13909065","","r","","0"
"2014","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","14711355","","","","0"
"2015","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","15280999","","","","0"
"2016","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","12694906","","","","0"
"2017","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","5896911","","","","0"
"2018","Ontario","2016A000235","Natural gas","Megawatt hours","210","units ","0","v52310457","7.24","10245028","","","","0"
"2005","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","0","","","","0"
"2006","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","0","","","","0"
"2007","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","0","","","","0"
"2008","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","971801","","","","0"
"2009","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","109113","","r","","0"
"2010","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","99150","","r","","0"
"2011","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","95802","","","","0"
"2012","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","89349","","","","0"
"2013","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","94272","","r","","0"
"2014","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","116160","","","","0"
"2015","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","51063","","","","0"
"2016","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","162471","","","","0"
"2017","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","183881","","","","0"
"2018","Ontario","2016A000235","Methane","Megawatt hours","210","units ","0","v52310458","7.26","137544","","","","0"
"2005","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","77968854","","","","0"
"2006","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","83456853","","","","0"
"2007","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","79750154","","","","0"
"2008","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","85831912","","","","0"
"2009","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","81395500","","","","0"
"2010","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","81975000","","","","0"
"2011","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","84766000","","","","0"
"2012","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","84865744","","","","0"
"2013","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","93103310","","r","","0"
"2014","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","94968504","","","","0"
"2015","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","91768757","","","","0"
"2016","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","91142472","","","","0"
"2017","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","90445048","","","","0"
"2018","Ontario","2016A000235","Uranium","Megawatt hours","210","units ","0","v52310460","7.28","90155236","","","","0"
"2005","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","421103","","","","0"
"2006","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","322994","","","","0"
"2007","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","388226","","","","0"
"2008","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","387420","","","","0"
"2009","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","140384","","","","0"
"2010","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","44388","","","","0"
"2011","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","49709","","","","0"
"2012","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","51521","","","","0"
"2013","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","65397","","","","0"
"2014","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","68918","","","","0"
"2015","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","63356","","","","0"
"2016","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","28487","","","","0"
"2017","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","29462","","","","0"
"2018","Manitoba","2016A000246","Total coal","Megawatt hours","210","units ","0","v52310472","8.2","5261","","","","0"
"2005","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","15118","","","","0"
"2006","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","20209","","","","0"
"2007","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","21963","","","","0"
"2008","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","15333","","","","0"
"2009","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","14858","","","","0"
"2010","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","16993","","","","0"
"2011","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","15290","","","","0"
"2012","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","15162","","","","0"
"2013","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","1505","","","","0"
"2014","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","1586","","","","0"
"2015","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","14412","","","","0"
"2016","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","15522","","","","0"
"2017","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","15184","","","","0"
"2018","Manitoba","2016A000246","Total petroleum products","Megawatt hours","210","units ","0","v52310469","8.14","15026","","","","0"
"2005","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","3622","","","","0"
"2006","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","7513","","","","0"
"2007","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","9029","","","","0"
"2008","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","2254","","","","0"
"2009","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","1389","","","","0"
"2010","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","2652","","","","0"
"2011","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","1823","","","","0"
"2012","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","1418","","","","0"
"2013","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","1505","","","","0"
"2014","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","1586","","","","0"
"2015","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","14412","","","","0"
"2016","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","0","","","","0"
"2017","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","0","","","","0"
"2018","Manitoba","2016A000246","Light fuel oil","Megawatt hours","210","units ","0","v52310470","8.15","0","","","","0"
"2005","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","11496","","","","0"
"2006","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","12696","","","","0"
"2007","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","12934","","","","0"
"2008","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","13079","","","","0"
"2009","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","13469","","","","0"
"2010","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","14341","","","","0"
"2011","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","13467","","","","0"
"2012","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","13744","","","","0"
"2013","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","","..","","","0"
"2014","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","0","","","","0"
"2015","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","0","","","","0"
"2016","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","15522","","","","0"
"2017","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","15184","","","","0"
"2018","Manitoba","2016A000246","Diesel","Megawatt hours","210","units ","0","v52310471","8.19","15026","","","","0"
"2005","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","10577","","","","0"
"2006","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","51436","","","","0"
"2007","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","68832","","","","0"
"2008","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","20569","","","","0"
"2009","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","39356","","","","0"
"2010","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","22916","","","","0"
"2011","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","41115","","","","0"
"2012","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","27438","","","","0"
"2013","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","23959","","","","0"
"2014","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","25247","","","","0"
"2015","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","29440","","","","0"
"2016","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","11683","","","","0"
"2017","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","17044","","","","0"
"2018","Manitoba","2016A000246","Natural gas","Megawatt hours","210","units ","0","v52310474","8.24","9731","","","","0"
"2005","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","12170798","","","","0"
"2006","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","11782144","","","","0"
"2007","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","12340306","","","","0"
"2008","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","12230800","","","","0"
"2009","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","13094592","","","","0"
"2010","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","12084243","","","","0"
"2011","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","11628724","","","","0"
"2012","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","11442745","","","","0"
"2013","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","11762149","","","","0"
"2014","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","10219026","","","","0"
"2015","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","12088419","","","","0"
"2016","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","12039606","","","","0"
"2017","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","11979319","","","","0"
"2018","Saskatchewan","2016A000247","Total coal","Megawatt hours","210","units ","0","v52310484","9.2","10346228","","","","0"
"2005","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","12026","","","","0"
"2006","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","17988","","","","0"
"2007","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","22272","","","","0"
"2008","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","18638","","","","0"
"2009","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","15274","","","","0"
"2010","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","17685","","","","0"
"2011","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","9958","","","","0"
"2012","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","9295","","","","0"
"2013","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","12421","","r","","0"
"2014","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","9396","","","","0"
"2015","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","408","","","","0"
"2016","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","405","","","","0"
"2017","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","439","","","","0"
"2018","Saskatchewan","2016A000247","Total petroleum products","Megawatt hours","210","units ","0","v52310479","9.14","420","","","","0"
"2005","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","0","","","","0"
"2006","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","17470","","","","0"
"2007","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","21763","","","","0"
"2008","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","18054","","","","0"
"2009","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","14736","","","","0"
"2010","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","17176","","","","0"
"2011","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","9436","","","","0"
"2012","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","8851","","","","0"
"2013","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","11966","","r","","0"
"2014","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","8944","","","","0"
"2015","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","0","","","","0"
"2016","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","0","","","","0"
"2017","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","0","","","","0"
"2018","Saskatchewan","2016A000247","Light fuel oil","Megawatt hours","210","units ","0","v52310480","9.15","0","","","","0"
"2005","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","11488","","","","0"
"2006","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","0","","","","0"
"2007","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","0","","","","0"
"2008","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","","..","","","0"
"2009","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","","..","","","0"
"2010","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","","..","","","0"
"2011","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","","..","","","0"
"2012","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","","..","","","0"
"2013","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","","..","","","0"
"2014","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","0","","","","0"
"2015","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","0","","","","0"
"2016","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","0","","","","0"
"2017","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","0","","","","0"
"2018","Saskatchewan","2016A000247","Total heavy fuel oil","Megawatt hours","210","units ","0","v52310481","9.16","0","","","","0"
"2005","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","538","","","","0"
"2006","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","518","","","","0"
"2007","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","509","","","","0"
"2008","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","584","","","","0"
"2009","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","538","","","","0"
"2010","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","509","","","","0"
"2011","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","522","","","","0"
"2012","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","444","","","","0"
"2013","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","455","","","","0"
"2014","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","452","","","","0"
"2015","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","408","","","","0"
"2016","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","405","","","","0"
"2017","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","439","","","","0"
"2018","Saskatchewan","2016A000247","Diesel","Megawatt hours","210","units ","0","v52310483","9.19","420","","","","0"
"2010","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","","..","","","0"
"2011","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","","..","","","0"
"2012","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","","..","","","0"
"2013","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","","..","","","0"
"2014","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","0","","","","0"
"2015","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","0","","","","0"
"2016","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","0","","","","0"
"2017","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","0","","","","0"
"2018","Saskatchewan","2016A000247","Propane","Megawatt hours","210","units ","0","v91886453","9.21","0","","","","0"
"2005","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","2612793","","","","0"
"2006","Saskatchewan","2016A000247","Natural gas","Megawatt hours","210","units ","0","v52310486","9.24","2956455","","","","0"
