"REF_DATE","GEO","DGUID","Fuel consumed for electric power generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","24738659","","","","0"
"2010","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","24391213","","","","0"
"2011","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","26303091","","","","0"
"2012","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","23095699","","r","","0"
"2013","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","23497934","","r","","0"
"2014","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","25354287","","","","0"
"2015","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","22093773","","","","0"
"2016","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","21968530","","","","0"
"2017","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","21776567","","","","0"
"2018","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","14746559","","","","0"
"2005","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","396895","","","","0"
"2006","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","475051","","","","0"
"2007","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","385754","","","","0"
"2008","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","393348","","","","0"
"2009","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","538168","","","","0"
"2010","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","559868","","","","0"
"2011","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","759676","","","","0"
"2012","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","695957","","","","0"
"2013","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","732655","","","","0"
"2014","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","705614","","","","0"
"2015","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","700623","","","","0"
"2016","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","705092","","","","0"
"2017","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","509439","","","","0"
"2018","Alberta","2016A000248","Wood","Metric tonnes","214","units ","0","v52310023","10.10","392395","","","","0"
"2005","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","4049","","","","0"
"2006","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","3643","","","","0"
"2007","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","3618","","","","0"
"2008","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","3883","","","","0"
"2009","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","4242","","","","0"
"2010","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","4591","","","","0"
"2011","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","4446","","","","0"
"2012","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","4107","","","","0"
"2013","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","4908","","","","0"
"2014","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","4991","","","","0"
"2015","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","4813","","","","0"
"2016","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","0","","","","0"
"2017","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","0","","","","0"
"2018","Alberta","2016A000248","Total petroleum products","Kilolitres","195","units ","0","v52310026","10.14","0","","","","0"
"2005","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","10","","","","0"
"2006","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","0","","","","0"
"2007","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","0","","","","0"
"2008","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","","..","","","0"
"2009","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","","..","","","0"
"2010","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","","..","","","0"
"2011","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","","..","","","0"
"2012","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","","..","","","0"
"2013","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","","..","","","0"
"2014","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","0","","","","0"
"2015","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","0","","","","0"
"2016","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","0","","","","0"
"2017","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","0","","","","0"
"2018","Alberta","2016A000248","Light fuel oil","Kilolitres","195","units ","0","v52310027","10.15","0","","","","0"
"2005","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","4039","","","","0"
"2006","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","3643","","","","0"
"2007","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","3618","","","","0"
"2008","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","3883","","","","0"
"2009","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","4242","","","","0"
"2010","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","4591","","","","0"
"2011","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","4446","","","","0"
"2012","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","4107","","","","0"
"2013","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","4908","","","","0"
"2014","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","4991","","","","0"
"2015","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","4813","","","","0"
"2016","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","0","","","","0"
"2017","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","0","","","","0"
"2018","Alberta","2016A000248","Diesel","Kilolitres","195","units ","0","v52310028","10.19","0","","","","0"
"2005","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","0","","","","0"
"2006","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","0","","","","0"
"2007","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","0","","","","0"
"2008","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","36","","","","0"
"2009","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","37","","","","0"
"2010","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","42","","","","0"
"2011","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","36","","","","0"
"2012","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","28","","","","0"
"2013","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","32","","","","0"
"2014","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","33","","","","0"
"2015","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","58","","","","0"
"2016","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","0","","","","0"
"2017","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","0","","","","0"
"2018","Alberta","2016A000248","Propane","Kilolitres","195","units ","0","v52310030","10.20","0","","","","0"
"2005","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","3301348","","","","0"
"2006","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","2847295","","","","0"
"2007","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","2414250","","","","0"
"2008","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","2876917","","","","0"
"2009","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","2446933","","r","","0"
"2010","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","2862808","","","","0"
"2011","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","4187149","","r","","0"
"2012","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","4145156","","r","","0"
"2013","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","4012813","","r","","0"
"2014","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","3914503","","","","0"
"2015","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","3726852","","","","0"
"2016","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","3360862","","","","0"
"2017","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","3986092","","","","0"
"2018","Alberta","2016A000248","Natural gas","Cubic metres","72","thousands","3","v52310033","10.23","5079061","","","","0"
"2006","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","","..","","","0"
"2007","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","","..","","","0"
"2008","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","","..","","","0"
"2009","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","15780","","","","0"
"2010","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","17539","","","","0"
"2011","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","33241","","r","","0"
"2012","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","29793","","r","","0"
"2013","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","27683","","r","","0"
"2014","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","12970","","","","0"
"2015","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","18634","","","","0"
"2016","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","8641","","","","0"
"2017","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","13569","","","","0"
"2018","Alberta","2016A000248","Methane","Cubic metres","72","thousands","3","v65491602","10.25","9000","","","","0"
"2005","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","311058","","","","0"
"2006","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","716641","","","","0"
"2007","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","716641","","","","0"
"2008","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","526310","","","","0"
"2009","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","419432","","","","0"
"2010","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","625387","","","","0"
"2011","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","596664","","r","","0"
"2012","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","383624","","","","0"
"2013","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","402633","","","","0"
"2014","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","411455","","","","0"
"2015","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","410855","","","","0"
"2016","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","445985","","","","0"
"2017","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","416519","","","","0"
"2018","British Columbia","2016A000259","Wood","Metric tonnes","214","units ","0","v52310040","11.10","308434","","","","0"
"2005","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","12725","","","","0"
"2006","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","2232","","","","0"
"2007","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","11820","","","","0"
"2008","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","13369","","","","0"
"2009","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","20005","","","","0"
"2010","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","14512","","r","","0"
"2011","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","15103","","r","","0"
"2012","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","6978","","","","0"
"2013","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","14821","","","","0"
"2014","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","16238","","","","0"
"2015","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","14772","","","","0"
"2016","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","12649","","","","0"
"2017","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","15316","","","","0"
"2018","British Columbia","2016A000259","Total petroleum products","Kilolitres","195","units ","0","v52310043","11.14","16384","","","","0"
"2005","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","12725","","","","0"
"2006","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","2232","","","","0"
"2007","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","11820","","","","0"
"2008","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","13369","","","","0"
"2009","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","20005","","","","0"
"2010","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","14512","","r","","0"
"2011","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","15103","","r","","0"
"2012","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","6978","","","","0"
"2013","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","14821","","","","0"
"2014","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","16238","","","","0"
"2015","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","14772","","","","0"
"2016","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","12649","","","","0"
"2017","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","15316","","","","0"
"2018","British Columbia","2016A000259","Diesel","Kilolitres","195","units ","0","v52310044","11.19","16384","","","","0"
"2005","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","757352","","","","0"
"2006","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","734705","","","","0"
"2007","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","545810","","","","0"
"2008","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","718433","","","","0"
"2009","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","629707","","","","0"
"2010","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","586468","","r","","0"
"2011","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","222554","","r","","0"
"2012","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","232197","","","","0"
"2013","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","275975","","","","0"
"2014","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","264884","","","","0"
"2015","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","228748","","","","0"
"2016","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","180347","","","","0"
"2017","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","133012","","","","0"
"2018","British Columbia","2016A000259","Natural gas","Cubic metres","72","thousands","3","v52310046","11.23","197817","","","","0"
"2006","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","0","","","","0"
"2007","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","0","","","","0"
"2008","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","","..","","","0"
"2009","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","13989","","","","0"
"2010","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","18920","","","","0"
"2011","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","","..","","","0"
"2012","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","","..","","","0"
"2013","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","","..","","","0"
"2014","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","20146","","","","0"
"2015","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","20146","","","","0"
"2016","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","25468","","","","0"
"2017","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","25811","","","","0"
"2018","British Columbia","2016A000259","Methane","Cubic metres","72","thousands","3","v53834222","11.25","19961","","","","0"
"2005","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6116","","","","0"
"2006","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6466","","","","0"
"2007","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6448","","","","0"
"2008","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6541","","","","0"
"2009","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6125","","","","0"
"2010","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6740","","","","0"
"2011","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","9946","","","","0"
"2012","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6592","","","","0"
"2013","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6252","","","","0"
"2014","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6149","","","","0"
"2015","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6542","","","","0"
"2016","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","6455","","","","0"
"2017","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","7353","","","","0"
"2018","Yukon","2016A000260","Total petroleum products","Kilolitres","195","units ","0","v52310049","12.14","7942","","","","0"
"2005","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6116","","","","0"
"2006","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6466","","","","0"
"2007","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6448","","","","0"
"2008","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6541","","","","0"
"2009","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6125","","","","0"
"2010","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6740","","","","0"
"2011","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","9946","","","","0"
"2012","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6592","","","","0"
"2013","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6252","","","","0"
"2014","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6149","","","","0"
"2015","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6542","","","","0"
"2016","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","6455","","","","0"
"2017","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","7353","","","","0"
"2018","Yukon","2016A000260","Diesel","Kilolitres","195","units ","0","v52310050","12.19","7942","","","","0"
"2014","Yukon","2016A000260","Natural gas","Cubic metres","72","thousands","3","v109757451","12.23","0","","","","0"
"2015","Yukon","2016A000260","Natural gas","Cubic metres","72","thousands","3","v109757451","12.23","368","","","","0"
"2016","Yukon","2016A000260","Natural gas","Cubic metres","72","thousands","3","v109757451","12.23","924","","","","0"
"2017","Yukon","2016A000260","Natural gas","Cubic metres","72","thousands","3","v109757451","12.23","1893","","","","0"
"2018","Yukon","2016A000260","Natural gas","Cubic metres","72","thousands","3","v109757451","12.23","6000","","","","0"
"2005","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","16668","","","","0"
"2006","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","15168","","","","0"
"2007","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","16683","","","","0"
"2008","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","18402","","","","0"
"2009","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","17645","","","","0"
"2010","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","16681","","r","","0"
"2011","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","17150","","","","0"
"2012","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","22044","","","","0"
"2013","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","22484","","","","0"
"2014","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","29060","","","","0"
"2015","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","41669","","","","0"
"2016","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","36284","","","","0"
"2017","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","35115","","","","0"
"2018","Northwest Territories","2016A000261","Total petroleum products","Kilolitres","195","units ","0","v52310052","13.14","28849","","","","0"
"2005","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","16668","","","","0"
"2006","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","15168","","","","0"
"2007","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","16683","","","","0"
"2008","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","18402","","","","0"
"2009","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","17645","","","","0"
"2010","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","16681","","r","","0"
"2011","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","17150","","","","0"
"2012","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","22044","","","","0"
"2013","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","22484","","","","0"
"2014","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","29060","","","","0"
"2015","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","41669","","","","0"
"2016","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","36284","","","","0"
"2017","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","35115","","","","0"
"2018","Northwest Territories","2016A000261","Diesel","Kilolitres","195","units ","0","v52310053","13.19","28849","","","","0"
"2005","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","6973","","","","0"
"2006","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","14682","","","","0"
"2007","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","16546","","","","0"
"2008","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","8838","","","","0"
"2009","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","7902","","","","0"
"2010","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","7902","","","","0"
"2011","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","6860","","","","0"
"2012","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","1845","","","","0"
"2013","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","1890","","","","0"
"2014","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","2197","","","","0"
"2015","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","3215","","","","0"
"2016","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","8867","","","","0"
"2017","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","9654","","","","0"
"2018","Northwest Territories","2016A000261","Natural gas","Cubic metres","72","thousands","3","v52310055","13.23","21534","","","","0"
"2005","Nunavut","2016A000262","Total petroleum products","Kilolitres","195","units ","0","v52310057","14.14","36789","","","","0"
"2006","Nunavut","2016A000262","Total petroleum products","Kilolitres","195","units ","0","v52310057","14.14","36789","","","","0"
"2007","Nunavut","2016A000262","Total petroleum products","Kilolitres","195","units ","0","v52310057","14.14","37848","","","","0"
"2008","Nunavut","2016A000262","Total petroleum products","Kilolitres","195","units ","0","v52310057","14.14","46318","","","","0"
"2009","Nunavut","2016A000262","Total petroleum products","Kilolitres","195","units ","0","v52310057","14.14","44576","","","","0"
"2010","Nunavut","2016A000262","Total petroleum products","Kilolitres","195","units ","0","v52310057","14.14","44576","","","","0"
