"REF_DATE","GEO","DGUID","Fuel consumed for electric power generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Ontario","2016A000235","Total petroleum products","Kilolitres","195","units ","0","v52310124","7.14","41435","","","","0"
"2015","Ontario","2016A000235","Total petroleum products","Kilolitres","195","units ","0","v52310124","7.14","25632","","","","0"
"2016","Ontario","2016A000235","Total petroleum products","Kilolitres","195","units ","0","v52310124","7.14","39366","","","","0"
"2017","Ontario","2016A000235","Total petroleum products","Kilolitres","195","units ","0","v52310124","7.14","45562","","","","0"
"2018","Ontario","2016A000235","Total petroleum products","Kilolitres","195","units ","0","v52310124","7.14","38349","","","","0"
"2005","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","16620","","","","0"
"2006","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","15355","","","","0"
"2007","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","21345","","","","0"
"2008","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","18541","","","","0"
"2009","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","18069","","r","","0"
"2010","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","14599","","","","0"
"2011","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","9082","","","","0"
"2012","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","10454","","","","0"
"2013","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","6749","","","","0"
"2014","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","67","","","","0"
"2015","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","965","","","","0"
"2016","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","2266","","","","0"
"2017","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","2467","","","","0"
"2018","Ontario","2016A000235","Light fuel oil","Kilolitres","195","units ","0","v52310125","7.15","2224","","","","0"
"2005","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","188332","","","","0"
"2006","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","45756","","","","0"
"2007","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","65377","","","","0"
"2008","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","29202","","","","0"
"2009","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","61250","","","","0"
"2010","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","28721","","","","0"
"2011","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","17022","","","","0"
"2012","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","10716","","","","0"
"2013","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","10558","","","","0"
"2014","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","23844","","","","0"
"2015","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","7227","","","","0"
"2016","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","19739","","","","0"
"2017","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","25755","","","","0"
"2018","Ontario","2016A000235","Total heavy fuel oil","Kilolitres","195","units ","0","v52310126","7.16","17401","","","","0"
"2011","Ontario","2016A000235","Diesel","Kilolitres","195","units ","0","v101254602","7.19","","..","","","0"
"2012","Ontario","2016A000235","Diesel","Kilolitres","195","units ","0","v101254602","7.19","","..","","","0"
"2013","Ontario","2016A000235","Diesel","Kilolitres","195","units ","0","v101254602","7.19","","..","","","0"
"2014","Ontario","2016A000235","Diesel","Kilolitres","195","units ","0","v101254602","7.19","17524","","","","0"
"2015","Ontario","2016A000235","Diesel","Kilolitres","195","units ","0","v101254602","7.19","17440","","","","0"
"2016","Ontario","2016A000235","Diesel","Kilolitres","195","units ","0","v101254602","7.19","17361","","","","0"
"2017","Ontario","2016A000235","Diesel","Kilolitres","195","units ","0","v101254602","7.19","17340","","","","0"
"2018","Ontario","2016A000235","Diesel","Kilolitres","195","units ","0","v101254602","7.19","18724","","","","0"
"2005","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","2485529","","","","0"
"2006","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","2886577","","","","0"
"2007","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","2882307","","","","0"
"2008","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","2481769","","","","0"
"2009","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","2434280","","r","","0"
"2010","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","3787620","","r","","0"
"2011","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","4714913","","r","","0"
"2012","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","4586675","","r","","0"
"2013","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","3659934","","r","","0"
"2014","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","3204068","","","","0"
"2015","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","3210658","","","","0"
"2016","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","2800440","","","","0"
"2017","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","1236537","","","","0"
"2018","Ontario","2016A000235","Natural gas","Cubic metres","72","thousands","3","v52310130","7.23","2241074","","","","0"
"2005","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","0","","","","0"
"2006","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","0","","","","0"
"2007","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","0","","","","0"
"2008","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","323966","","","","0"
"2009","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","61267","","r","","0"
"2010","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","53687","","r","","0"
"2011","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","57881","","","","0"
"2012","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","54372","","","","0"
"2013","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","72355","","r","","0"
"2014","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","76670","","","","0"
"2015","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","33854","","","","0"
"2016","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","105746","","","","0"
"2017","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","111510","","","","0"
"2018","Ontario","2016A000235","Methane","Cubic metres","72","thousands","3","v52310131","7.25","84204","","","","0"
"2005","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1429458","","","","0"
"2006","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1541866","","","","0"
"2007","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1476518","","","","0"
"2008","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1388796","","","","0"
"2009","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1278062","","","","0"
"2010","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1374999","","","","0"
"2011","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1415634","","","","0"
"2012","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1383071","","","","0"
"2013","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1518063","","r","","0"
"2014","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1548264","","","","0"
"2015","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1544014","","","","0"
"2016","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1537569","","","","0"
"2017","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1506365","","","","0"
"2018","Ontario","2016A000235","Uranium","Metric tonnes","214","units ","0","v52310133","7.27","1496780","","","","0"
"2005","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","278021","","","","0"
"2006","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","193244","","","","0"
"2007","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","232460","","","","0"
"2008","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","219974","","","","0"
"2009","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","83100","","","","0"
"2010","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","28188","","","","0"
"2011","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","28461","","","","0"
"2012","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","30221","","","","0"
"2013","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","39223","","","","0"
"2014","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","41334","","","","0"
"2015","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","37998","","","","0"
"2016","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","17794","","","","0"
"2017","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","15832","","","","0"
"2018","Manitoba","2016A000246","Total coal","Metric tonnes","214","units ","0","v52310144","8.2","2958","","","","0"
"2005","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","4741","","","","0"
"2006","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","6161","","","","0"
"2007","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","6720","","","","0"
"2008","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","4926","","","","0"
"2009","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","4552","","","","0"
"2010","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","5031","","","","0"
"2011","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","4601","","","","0"
"2012","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","4586","","","","0"
"2013","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","614","","","","0"
"2014","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","647","","","","0"
"2015","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","5436","","","","0"
"2016","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","4907","","","","0"
"2017","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","4688","","","","0"
"2018","Manitoba","2016A000246","Total petroleum products","Kilolitres","195","units ","0","v52310141","8.14","4634","","","","0"
"2005","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","1360","","","","0"
"2006","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","2376","","","","0"
"2007","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","2858","","","","0"
"2008","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","964","","","","0"
"2009","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","579","","","","0"
"2010","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","889","","","","0"
"2011","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","711","","","","0"
"2012","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","616","","","","0"
"2013","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","614","","","","0"
"2014","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","647","","","","0"
"2015","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","5436","","","","0"
"2016","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","0","","","","0"
"2017","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","0","","","","0"
"2018","Manitoba","2016A000246","Light fuel oil","Kilolitres","195","units ","0","v52310142","8.15","0","","","","0"
"2005","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","3381","","","","0"
"2006","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","3785","","","","0"
"2007","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","3862","","","","0"
"2008","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","3962","","","","0"
"2009","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","3973","","","","0"
"2010","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","4142","","","","0"
"2011","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","3890","","","","0"
"2012","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","3970","","","","0"
"2013","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","","..","","","0"
"2014","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","0","","","","0"
"2015","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","0","","","","0"
"2016","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","4907","","","","0"
"2017","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","4688","","","","0"
"2018","Manitoba","2016A000246","Diesel","Kilolitres","195","units ","0","v52310143","8.19","4634","","","","0"
"2005","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","4392","","","","0"
"2006","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","19958","","","","0"
"2007","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","19128","","","","0"
"2008","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","5173","","","","0"
"2009","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","12386","","","","0"
"2010","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","7623","","","","0"
"2011","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","23128","","","","0"
"2012","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","11701","","","","0"
"2013","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","15329","","","","0"
"2014","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","16153","","","","0"
"2015","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","16555","","","","0"
"2016","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","3903","","","","0"
"2017","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","6127","","","","0"
"2018","Manitoba","2016A000246","Natural gas","Cubic metres","72","thousands","3","v52310146","8.23","3727","","","","0"
"2005","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","9340616","","","","0"
"2006","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","9013345","","","","0"
"2007","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","9414178","","","","0"
"2008","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","9215512","","","","0"
"2009","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","9960387","","","","0"
"2010","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","9745901","","","","0"
"2011","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","9293599","","","","0"
"2012","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","9162027","","","","0"
"2013","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","8676482","","","","0"
"2014","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","7652523","","","","0"
"2015","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","8846528","","","","0"
"2016","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","8857705","","","","0"
"2017","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","8845316","","","","0"
"2018","Saskatchewan","2016A000247","Total coal","Metric tonnes","214","units ","0","v52310156","9.2","8398407","","","","0"
"2005","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","3356","","","","0"
"2006","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","4856","","","","0"
"2007","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","6026","","","","0"
"2008","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","4359","","","","0"
"2009","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","3824","","","","0"
"2010","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","4245","","","","0"
"2011","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","2640","","","","0"
"2012","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","2440","","","","0"
"2013","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","4685","","r","","0"
"2014","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","2278","","","","0"
"2015","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","3324","","","","0"
"2016","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","3446","","","","0"
"2017","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","3388","","","","0"
"2018","Saskatchewan","2016A000247","Total petroleum products","Kilolitres","195","units ","0","v52310151","9.14","3410","","","","0"
"2005","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","0","","","","0"
"2006","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","4744","","","","0"
"2007","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","5916","","","","0"
"2008","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","4173","","","","0"
"2009","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","3535","","","","0"
"2010","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","4132","","","","0"
"2011","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","2516","","","","0"
"2012","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","2333","","","","0"
"2013","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","4536","","r","","0"
"2014","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","2191","","","","0"
"2015","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","3206","","","","0"
"2016","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","3339","","","","0"
"2017","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","3267","","","","0"
"2018","Saskatchewan","2016A000247","Light fuel oil","Kilolitres","195","units ","0","v52310152","9.15","3294","","","","0"
"2005","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","3238","","","","0"
"2006","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","0","","","","0"
"2007","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","0","","","","0"
"2008","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","","..","","","0"
"2009","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","","..","","","0"
"2010","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","","..","","","0"
"2011","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","","..","","","0"
"2012","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","","..","","","0"
"2013","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","","..","","","0"
"2014","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","0","","","","0"
"2015","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","0","","","","0"
"2016","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","0","","","","0"
"2017","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","0","","","","0"
"2018","Saskatchewan","2016A000247","Total heavy fuel oil","Kilolitres","195","units ","0","v52310153","9.16","0","","","","0"
"2005","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","118","","","","0"
"2006","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","112","","","","0"
"2007","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","110","","","","0"
"2008","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","186","","","","0"
"2009","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","289","","","","0"
"2010","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","113","","","","0"
"2011","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","124","","","","0"
"2012","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","107","","","","0"
"2013","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","149","","","","0"
"2014","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","87","","","","0"
"2015","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","118","","","","0"
"2016","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","107","","","","0"
"2017","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","121","","","","0"
"2018","Saskatchewan","2016A000247","Diesel","Kilolitres","195","units ","0","v52310155","9.19","116","","","","0"
"2010","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","","..","","","0"
"2011","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","","..","","","0"
"2012","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","","..","","","0"
"2013","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","","..","","","0"
"2014","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","0","","","","0"
"2015","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","0","","","","0"
"2016","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","0","","","","0"
"2017","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","0","","","","0"
"2018","Saskatchewan","2016A000247","Propane","Kilolitres","195","units ","0","v91886457","9.20","0","","","","0"
"2005","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","765158","","","","0"
"2006","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","845583","","","","0"
"2007","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","777237","","","","0"
"2008","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","950438","","","","0"
"2009","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","950146","","","","0"
"2010","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","1002435","","","","0"
"2011","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","607008","","r","","0"
"2012","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","836075","","r","","0"
"2013","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","1101587","","r","","0"
"2014","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","1240712","","","","0"
"2015","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","1800977","","","","0"
"2016","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","1945561","","","","0"
"2017","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","2073496","","","","0"
"2018","Saskatchewan","2016A000247","Natural gas","Cubic metres","72","thousands","3","v52310158","9.23","2196114","","","","0"
"2005","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","24843966","","","","0"
"2006","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","26123592","","","","0"
"2007","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","28950705","","","","0"
"2008","Alberta","2016A000248","Total coal","Metric tonnes","214","units ","0","v52310029","10.2","26349420","","","","0"
