"REF_DATE","GEO","DGUID","Cost of fuel for electric power generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Quebec","2016A000224","Uranium","Dollars","81","thousands","3","v52310277","6.28","0","","","","0"
"2015","Quebec","2016A000224","Uranium","Dollars","81","thousands","3","v52310277","6.28","0","","","","0"
"2016","Quebec","2016A000224","Uranium","Dollars","81","thousands","3","v52310277","6.28","0","","","","0"
"2017","Quebec","2016A000224","Uranium","Dollars","81","thousands","3","v52310277","6.28","0","","","","0"
"2018","Quebec","2016A000224","Uranium","Dollars","81","thousands","3","v52310277","6.28","0","","","","0"
"2005","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","679855","","","","0"
"2006","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","579669","","","","0"
"2007","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","700164","","","","0"
"2008","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","584053","","","","0"
"2009","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","297453","","","","0"
"2010","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","368075","","","","0"
"2011","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","131535","","","","0"
"2012","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","123585","","","","0"
"2013","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","95370","","","","0"
"2014","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","690","","","","0"
"2015","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","0","","","","0"
"2016","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","0","","","","0"
"2017","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","0","","","","0"
"2018","Ontario","2016A000235","Total coal","Dollars","81","thousands","3","v52310286","7.2","0","","","","0"
"2005","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","10679","","","","0"
"2006","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","7288","","","","0"
"2007","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","6501","","","","0"
"2008","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","9197","","","","0"
"2009","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","11407","","r","","0"
"2010","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","13637","","","","0"
"2011","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","12130","","","","0"
"2012","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","10515","","r","","0"
"2013","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","10511","","r","","0"
"2014","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","15245","","","","0"
"2015","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","27182","","","","0"
"2016","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","27722","","","","0"
"2017","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","27395","","","","0"
"2018","Ontario","2016A000235","Wood","Dollars","81","thousands","3","v52310279","7.10","28724","","","","0"
"2005","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","67487","","","","0"
"2006","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","27039","","","","0"
"2007","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","39868","","","","0"
"2008","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","27552","","","","0"
"2009","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","36599","","","","0"
"2010","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","21301","","","","0"
"2011","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","15083","","","","0"
"2012","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","16457","","","","0"
"2013","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","12399","","","","0"
"2014","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","38200","","","","0"
"2015","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","28880","","","","0"
"2016","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","36585","","","","0"
"2017","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","42355","","","","0"
"2018","Ontario","2016A000235","Total petroleum products","Dollars","81","thousands","3","v52310282","7.14","41831","","","","0"
"2005","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","8466","","","","0"
"2006","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","9049","","","","0"
"2007","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","13230","","","","0"
"2008","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","14575","","","","0"
"2009","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","10256","","","","0"
"2010","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","8288","","","","0"
"2011","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","6925","","","","0"
"2012","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","8506","","","","0"
"2013","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","5109","","","","0"
"2014","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","47","","","","0"
"2015","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","816","","","","0"
"2016","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","1295","","","","0"
"2017","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","2409","","","","0"
"2018","Ontario","2016A000235","Light fuel oil","Dollars","81","thousands","3","v52310283","7.15","1911","","","","0"
"2005","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","59021","","","","0"
"2006","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","17990","","","","0"
"2007","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","26639","","","","0"
"2008","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","12977","","","","0"
"2009","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","26342","","","","0"
"2010","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","13013","","","","0"
"2011","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","8157","","","","0"
"2012","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","7951","","","","0"
"2013","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","7290","","","","0"
"2014","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","12278","","","","0"
"2015","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","4814","","","","0"
"2016","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","11621","","","","0"
"2017","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","14228","","","","0"
"2018","Ontario","2016A000235","Total heavy fuel oil","Dollars","81","thousands","3","v52310284","7.16","10514","","","","0"
"2011","Ontario","2016A000235","Diesel","Dollars","81","thousands","3","v101254604","7.19","","..","","","0"
"2012","Ontario","2016A000235","Diesel","Dollars","81","thousands","3","v101254604","7.19","","..","","","0"
"2013","Ontario","2016A000235","Diesel","Dollars","81","thousands","3","v101254604","7.19","","..","","","0"
"2014","Ontario","2016A000235","Diesel","Dollars","81","thousands","3","v101254604","7.19","25875","","","","0"
"2015","Ontario","2016A000235","Diesel","Dollars","81","thousands","3","v101254604","7.19","23250","","","","0"
"2016","Ontario","2016A000235","Diesel","Dollars","81","thousands","3","v101254604","7.19","23669","","","","0"
"2017","Ontario","2016A000235","Diesel","Dollars","81","thousands","3","v101254604","7.19","25718","","","","0"
"2018","Ontario","2016A000235","Diesel","Dollars","81","thousands","3","v101254604","7.19","29406","","","","0"
"2005","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","546882","","","","0"
"2006","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","612691","","","","0"
"2007","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","637417","","","","0"
"2008","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","618142","","","","0"
"2009","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","538493","","r","","0"
"2010","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","858382","","r","","0"
"2011","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","969386","","r","","0"
"2012","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","797121","","r","","0"
"2013","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","792734","","r","","0"
"2014","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","784126","","","","0"
"2015","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","633100","","","","0"
"2016","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","462359","","","","0"
"2017","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","260921","","","","0"
"2018","Ontario","2016A000235","Natural gas","Dollars","81","thousands","3","v52310288","7.24","416316","","","","0"
"2005","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","0","","","","0"
"2006","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","0","","","","0"
"2007","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","0","","","","0"
"2008","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","879","","","","0"
"2009","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","1238","","r","","0"
"2010","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","1384","","r","","0"
"2011","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","1332","","","","0"
"2012","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","1113","","r","","0"
"2013","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","1294","","r","","0"
"2014","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","1146","","","","0"
"2015","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","877","","","","0"
"2016","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","1495","","","","0"
"2017","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","2758","","","","0"
"2018","Ontario","2016A000235","Methane","Dollars","81","thousands","3","v52310289","7.26","2511","","","","0"
"2005","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","155597","","","","0"
"2006","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","167781","","","","0"
"2007","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","172981","","","","0"
"2008","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","143032","","","","0"
"2009","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","173731","","","","0"
"2010","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","192299","","","","0"
"2011","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","387785","","r","","0"
"2012","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","395214","","r","","0"
"2013","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","433991","","r","","0"
"2014","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","422910","","","","0"
"2015","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","411110","","","","0"
"2016","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","430720","","","","0"
"2017","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","422567","","","","0"
"2018","Ontario","2016A000235","Uranium","Dollars","81","thousands","3","v52310291","7.28","387388","","","","0"
"2005","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","9939","","","","0"
"2006","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","7746","","","","0"
"2007","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","9318","","","","0"
"2008","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","10521","","","","0"
"2009","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","4799","","","","0"
"2010","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","1556","","","","0"
"2011","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","1648","","","","0"
"2012","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","1725","","","","0"
"2013","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","2031","","","","0"
"2014","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","2140","","","","0"
"2015","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","1968","","","","0"
"2016","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","1116","","","","0"
"2017","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","1001","","","","0"
"2018","Manitoba","2016A000246","Total coal","Dollars","81","thousands","3","v52310302","8.2","227","","","","0"
"2005","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","3825","","","","0"
"2006","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4272","","","","0"
"2007","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4581","","","","0"
"2008","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","5069","","","","0"
"2009","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4104","","","","0"
"2010","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4469","","","","0"
"2011","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4638","","","","0"
"2012","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4529","","","","0"
"2013","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","461","","","","0"
"2014","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","511","","","","0"
"2015","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4296","","","","0"
"2016","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","3444","","","","0"
"2017","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4118","","","","0"
"2018","Manitoba","2016A000246","Total petroleum products","Dollars","81","thousands","3","v52310299","8.14","4350","","","","0"
"2005","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","681","","","","0"
"2006","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","1219","","","","0"
"2007","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","1466","","","","0"
"2008","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","718","","","","0"
"2009","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","419","","","","0"
"2010","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","640","","","","0"
"2011","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","512","","","","0"
"2012","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","462","","","","0"
"2013","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","461","","","","0"
"2014","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","511","","","","0"
"2015","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","4296","","","","0"
"2016","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","0","","","","0"
"2017","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","0","","","","0"
"2018","Manitoba","2016A000246","Light fuel oil","Dollars","81","thousands","3","v52310300","8.15","0","","","","0"
"2005","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","3144","","","","0"
"2006","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","3054","","","","0"
"2007","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","3115","","","","0"
"2008","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","4351","","","","0"
"2009","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","3685","","","","0"
"2010","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","3829","","","","0"
"2011","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","4126","","","","0"
"2012","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","4067","","","","0"
"2013","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","","..","","","0"
"2014","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","0","","","","0"
"2015","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","0","","","","0"
"2016","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","3444","","","","0"
"2017","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","4118","","","","0"
"2018","Manitoba","2016A000246","Diesel","Dollars","81","thousands","3","v52310301","8.19","4350","","","","0"
"2005","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","1878","","","","0"
"2006","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","8071","","","","0"
"2007","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","7622","","","","0"
"2008","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","1865","","","","0"
"2009","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","1692","","","","0"
"2010","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","1589","","","","0"
"2011","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","4345","","","","0"
"2012","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","1482","","r","","0"
"2013","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","2076","","r","","0"
"2014","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","2732","","","","0"
"2015","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","2798","","","","0"
"2016","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","518","","","","0"
"2017","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","800","","","","0"
"2018","Manitoba","2016A000246","Natural gas","Dollars","81","thousands","3","v52310304","8.24","835","","","","0"
"2005","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","214834","","","","0"
"2006","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","207307","","","","0"
"2007","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","216526","","","","0"
"2008","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","211957","","","","0"
"2009","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","229089","","","","0"
"2010","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","182312","","","","0"
"2011","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","189958","","","","0"
"2012","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","190800","","","","0"
"2013","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","190090","","","","0"
"2014","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","179721","","","","0"
"2015","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","261576","","","","0"
"2016","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","183946","","","","0"
"2017","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","185360","","","","0"
"2018","Saskatchewan","2016A000247","Total coal","Dollars","81","thousands","3","v52310314","9.2","182566","","","","0"
"2005","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","958","","","","0"
"2006","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","1361","","","","0"
"2007","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","1677","","","","0"
"2008","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","1172","","","","0"
"2009","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","1156","","","","0"
"2010","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","2788","","","","0"
"2011","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","1931","","","","0"
"2012","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","1997","","","","0"
"2013","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","3892","","r","","0"
"2014","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","1938","","","","0"
"2015","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","2431","","","","0"
"2016","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","2104","","","","0"
"2017","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","2153","","","","0"
"2018","Saskatchewan","2016A000247","Total petroleum products","Dollars","81","thousands","3","v52310309","9.14","2415","","","","0"
"2005","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","0","","","","0"
"2006","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","1284","","","","0"
"2007","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","1601","","","","0"
"2008","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","1044","","","","0"
"2009","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","956","","","","0"
"2010","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","2679","","","","0"
"2011","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","1787","","","","0"
"2012","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","1870","","","","0"
"2013","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","3700","","r","","0"
"2014","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","1820","","","","0"
"2015","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","2275","","","","0"
"2016","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","1996","","","","0"
"2017","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","2017","","","","0"
"2018","Saskatchewan","2016A000247","Light fuel oil","Dollars","81","thousands","3","v52310310","9.15","2277","","","","0"
"2005","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","876","","","","0"
"2006","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","0","","","","0"
"2007","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","0","","","","0"
"2008","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","","..","","","0"
"2009","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","","..","","","0"
"2010","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","","..","","","0"
"2011","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","","..","","","0"
"2012","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","","..","","","0"
"2013","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","","..","","","0"
"2014","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","0","","","","0"
"2015","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","0","","","","0"
"2016","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","0","","","","0"
"2017","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","0","","","","0"
"2018","Saskatchewan","2016A000247","Total heavy fuel oil","Dollars","81","thousands","3","v52310311","9.16","0","","","","0"
"2005","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","81","","","","0"
"2006","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","77","","","","0"
"2007","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","76","","","","0"
"2008","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","129","","","","0"
"2009","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","200","","","","0"
"2010","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","109","","","","0"
"2011","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","143","","","","0"
"2012","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","127","","","","0"
