"REF_DATE","GEO","DGUID","Cost of fuel for electric power generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","191","","","","0"
"2014","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","118","","","","0"
"2015","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","156","","","","0"
"2016","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","108","","","","0"
"2017","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","136","","","","0"
"2018","Saskatchewan","2016A000247","Diesel","Dollars","81","thousands","3","v52310313","9.19","138","","","","0"
"2010","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","","..","","","0"
"2011","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","","..","","","0"
"2012","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","","..","","","0"
"2013","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","","..","","","0"
"2014","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","0","","","","0"
"2015","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","0","","","","0"
"2016","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","0","","","","0"
"2017","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","0","","","","0"
"2018","Saskatchewan","2016A000247","Propane","Dollars","81","thousands","3","v91886455","9.21","0","","","","0"
"2005","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","185994","","","","0"
"2006","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","250569","","","","0"
"2007","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","230783","","","","0"
"2008","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","272322","","","","0"
"2009","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","230974","","","","0"
"2010","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","157062","","","","0"
"2011","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","99357","","r","","0"
"2012","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","99532","","r","","0"
"2013","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","149289","","r","","0"
"2014","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","203233","","","","0"
"2015","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","215747","","","","0"
"2016","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","192623","","","","0"
"2017","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","200179","","","","0"
"2018","Saskatchewan","2016A000247","Natural gas","Dollars","81","thousands","3","v52310316","9.24","202637","","","","0"
"2005","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","323060","","","","0"
"2006","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","403176","","","","0"
"2007","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","430379","","","","0"
"2008","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","398550","","","","0"
"2009","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","405347","","","","0"
"2010","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","431126","","","","0"
"2011","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","498593","","","","0"
"2012","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","600244","","r","","0"
"2013","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","676631","","","","0"
"2014","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","532461","","","","0"
"2015","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","467371","","","","0"
"2016","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","577587","","","","0"
"2017","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","503583","","","","0"
"2018","Alberta","2016A000248","Total coal","Dollars","81","thousands","3","v52310191","10.2","272877","","","","0"
"2005","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","2685","","","","0"
"2006","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","1594","","","","0"
"2007","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","1041","","","","0"
"2008","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","940","","","","0"
"2009","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","11769","","","","0"
"2010","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","7910","","","","0"
"2011","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","9370","","","","0"
"2012","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","4933","","","","0"
"2013","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","6811","","","","0"
"2014","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","4430","","","","0"
"2015","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","4155","","","","0"
"2016","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","1718","","","","0"
"2017","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","4236","","","","0"
"2018","Alberta","2016A000248","Wood","Dollars","81","thousands","3","v52310185","10.10","230","","","","0"
"2005","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","1607","","","","0"
"2006","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","0","","","","0"
"2007","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","0","","","","0"
"2008","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","","..","","","0"
"2009","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","3720","","","","0"
"2010","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","3494","","","","0"
"2011","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","3753","","","","0"
"2012","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","4040","","","","0"
"2013","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","4872","","","","0"
"2014","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","6677","","","","0"
"2015","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","5261","","","","0"
"2016","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","0","","","","0"
"2017","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","0","","","","0"
"2018","Alberta","2016A000248","Total petroleum products","Dollars","81","thousands","3","v52310188","10.14","0","","","","0"
"2005","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","2","","","","0"
"2006","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","0","","","","0"
"2007","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","0","","","","0"
"2008","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","","..","","","0"
"2009","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","","..","","","0"
"2010","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","","..","","","0"
"2011","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","","..","","","0"
"2012","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","","..","","","0"
"2013","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","","..","","","0"
"2014","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","0","","","","0"
"2015","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","0","","","","0"
"2016","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","0","","","","0"
"2017","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","0","","","","0"
"2018","Alberta","2016A000248","Light fuel oil","Dollars","81","thousands","3","v52310189","10.15","0","","","","0"
"2005","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","1605","","","","0"
"2006","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","0","","","","0"
"2007","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","0","","","","0"
"2008","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","","..","","","0"
"2009","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","3720","","","","0"
"2010","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","3494","","","","0"
"2011","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","3753","","","","0"
"2012","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","4040","","","","0"
"2013","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","4872","","","","0"
"2014","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","6677","","","","0"
"2015","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","5261","","","","0"
"2016","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","0","","","","0"
"2017","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","0","","","","0"
"2018","Alberta","2016A000248","Diesel","Dollars","81","thousands","3","v52310190","10.19","0","","","","0"
"2006","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","0","","","","0"
"2007","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","0","","","","0"
"2008","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","","..","","","0"
"2009","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","25","","","","0"
"2010","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","36","","","","0"
"2011","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","33","","","","0"
"2012","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","17","","","","0"
"2013","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","23","","","","0"
"2014","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","25","","","","0"
"2015","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","34","","","","0"
"2016","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","0","","","","0"
"2017","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","0","","","","0"
"2018","Alberta","2016A000248","Propane","Dollars","81","thousands","3","v53834239","10.21","0","","","","0"
"2005","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","853666","","","","0"
"2006","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","701534","","","","0"
"2007","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","574127","","","","0"
"2008","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","657883","","","","0"
"2009","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","359284","","r","","0"
"2010","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","394176","","","","0"
"2011","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","433821","","r","","0"
"2012","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","326052","","r","","0"
"2013","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","456749","","r","","0"
"2014","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","573028","","","","0"
"2015","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","309954","","","","0"
"2016","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","278187","","","","0"
"2017","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","277957","","","","0"
"2018","Alberta","2016A000248","Natural gas","Dollars","81","thousands","3","v52310193","10.24","297241","","","","0"
"2005","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","2104","","","","0"
"2006","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","4873","","","","0"
"2007","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","4873","","","","0"
"2008","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","3579","","","","0"
"2009","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","5622","","","","0"
"2010","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","7199","","","","0"
"2011","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","10864","","","","0"
"2012","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","8937","","","","0"
"2013","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","8406","","","","0"
"2014","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","6467","","","","0"
"2015","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","6177","","","","0"
"2016","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","6792","","","","0"
"2017","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","8073","","","","0"
"2018","British Columbia","2016A000259","Wood","Dollars","81","thousands","3","v52310199","11.10","5812","","","","0"
"2005","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","6726","","","","0"
"2006","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","1180","","","","0"
"2007","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","6247","","","","0"
"2008","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","10885","","","","0"
"2009","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","10059","","","","0"
"2010","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","12836","","r","","0"
"2011","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","17379","","r","","0"
"2012","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","7286","","","","0"
"2013","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","15560","","","","0"
"2014","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","25447","","","","0"
"2015","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","23173","","","","0"
"2016","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","23921","","","","0"
"2017","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","15169","","","","0"
"2018","British Columbia","2016A000259","Total petroleum products","Dollars","81","thousands","3","v52310201","11.14","18876","","","","0"
"2005","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","6726","","","","0"
"2006","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","1180","","","","0"
"2007","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","6247","","","","0"
"2008","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","10885","","","","0"
"2009","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","10059","","","","0"
"2010","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","12836","","r","","0"
"2011","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","17379","","r","","0"
"2012","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","7286","","","","0"
"2013","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","15560","","","","0"
"2014","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","25447","","","","0"
"2015","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","23173","","","","0"
"2016","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","23921","","","","0"
"2017","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","15169","","","","0"
"2018","British Columbia","2016A000259","Diesel","Dollars","81","thousands","3","v52310202","11.19","18876","","","","0"
"2005","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","176178","","","","0"
"2006","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","142834","","","","0"
"2007","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","121596","","","","0"
"2008","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","188999","","","","0"
"2009","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","124507","","","","0"
"2010","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","86663","","r","","0"
"2011","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","33495","","r","","0"
"2012","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","31939","","","","0"
"2013","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","42653","","","","0"
"2014","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","42177","","","","0"
"2015","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","27190","","","","0"
"2016","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","20487","","","","0"
"2017","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","15701","","","","0"
"2018","British Columbia","2016A000259","Natural gas","Dollars","81","thousands","3","v52310204","11.24","26479","","","","0"
"2006","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","0","","","","0"
"2007","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","0","","","","0"
"2008","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","","..","","","0"
"2009","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","","..","","","0"
"2010","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","","..","","","0"
"2011","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","","..","","","0"
"2012","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","","..","","","0"
"2013","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","","..","","","0"
"2014","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","0","","","","0"
"2015","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","0","","","","0"
"2016","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","690","","","","0"
"2017","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","1222","","","","0"
"2018","British Columbia","2016A000259","Methane","Dollars","81","thousands","3","v53834228","11.26","1194","","","","0"
"2005","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","4512","","","","0"
"2006","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","5204","","","","0"
"2007","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","5505","","","","0"
"2008","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","7030","","","","0"
"2009","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","4702","","","","0"
"2010","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","5936","","","","0"
"2011","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","10512","","","","0"
"2012","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","7413","","","","0"
"2013","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","7264","","","","0"
"2014","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","7595","","","","0"
"2015","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","6241","","","","0"
"2016","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","5596","","","","0"
"2017","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","6877","","","","0"
"2018","Yukon","2016A000260","Total petroleum products","Dollars","81","thousands","3","v52310207","12.14","8641","","","","0"
"2005","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","4512","","","","0"
"2006","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","5204","","","","0"
"2007","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","5505","","","","0"
"2008","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","7030","","","","0"
"2009","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","4702","","","","0"
"2010","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","5936","","","","0"
"2011","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","10512","","","","0"
"2012","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","7413","","","","0"
"2013","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","7264","","","","0"
"2014","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","7595","","","","0"
"2015","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","6241","","","","0"
"2016","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","5596","","","","0"
"2017","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","6877","","","","0"
"2018","Yukon","2016A000260","Diesel","Dollars","81","thousands","3","v52310208","12.19","8641","","","","0"
"2014","Yukon","2016A000260","Natural gas","Dollars","81","thousands","3","v109757453","12.24","0","","","","0"
"2015","Yukon","2016A000260","Natural gas","Dollars","81","thousands","3","v109757453","12.24","52","","","","0"
"2016","Yukon","2016A000260","Natural gas","Dollars","81","thousands","3","v109757453","12.24","102","","","","0"
"2017","Yukon","2016A000260","Natural gas","Dollars","81","thousands","3","v109757453","12.24","183","","","","0"
"2018","Yukon","2016A000260","Natural gas","Dollars","81","thousands","3","v109757453","12.24","546","","","","0"
"2005","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","11973","","","","0"
"2006","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","18696","","","","0"
"2007","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","20611","","","","0"
"2008","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","19603","","","","0"
"2009","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","18036","","","","0"
"2010","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","16365","","r","","0"
"2011","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","19225","","","","0"
"2012","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","26144","","","","0"
"2013","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","27407","","","","0"
"2014","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","36362","","","","0"
"2015","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","46926","","","","0"
"2016","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","39420","","","","0"
"2017","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","36819","","","","0"
"2018","Northwest Territories","2016A000261","Total petroleum products","Dollars","81","thousands","3","v52310210","13.14","28428","","","","0"
"2005","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","11973","","","","0"
"2006","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","18696","","","","0"
"2007","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","20611","","","","0"
"2008","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","19603","","","","0"
"2009","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","18036","","","","0"
"2010","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","16365","","r","","0"
"2011","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","19225","","","","0"
"2012","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","26144","","","","0"
"2013","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","27407","","","","0"
"2014","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","36362","","","","0"
"2015","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","46926","","","","0"
"2016","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","39420","","","","0"
"2017","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","36819","","","","0"
"2018","Northwest Territories","2016A000261","Diesel","Dollars","81","thousands","3","v52310211","13.19","28428","","","","0"
"2005","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","2595","","","","0"
"2006","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","5946","","","","0"
"2007","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","6691","","","","0"
"2008","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","4424","","","","0"
"2009","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","3898","","","","0"
"2010","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","3898","","","","0"
"2011","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","3133","","","","0"
"2012","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","907","","","","0"
