REF_DATE,VALUE,from,dim_trad,dim_mode,dim_years,dim_type,to
2010,30,6,1,1,2,1,10
2010,5,6,1,1,2,1,11
2010,5,6,2,1,1,1,4
2010,10,6,2,1,1,1,5
2010,2010,6,2,1,1,1,6
2010,15,6,2,1,1,1,9
2010,5,6,2,1,1,1,10
2010,5,6,2,1,2,1,1
2010,5,6,2,1,2,1,4
2010,15,6,2,1,2,1,5
2010,1975,6,2,1,2,1,6
2010,5,6,2,1,2,1,7
2010,35,6,2,1,2,1,9
2010,10,6,2,1,2,1,10
2010,5,6,3,1,1,1,1
2010,5,6,3,1,1,1,3
2010,10,6,3,1,1,1,5
2010,1780,6,3,1,1,1,6
2010,10,6,3,1,1,1,9
2010,5,6,3,1,2,1,3
2010,5,6,3,1,2,1,5
2010,1770,6,3,1,2,1,6
2010,5,6,3,1,2,1,8
2010,15,6,3,1,2,1,9
2010,5,6,3,1,2,1,10
2010,10,6,4,1,1,1,1
2010,5,6,4,1,1,1,3
2010,5,6,4,1,1,1,4
2010,40,6,4,1,1,1,5
2010,8345,6,4,1,1,1,6
2010,5,6,4,1,1,1,7
2010,20,6,4,1,1,1,8
2010,60,6,4,1,1,1,9
2010,30,6,4,1,1,1,10
2010,10,6,4,1,2,1,1
2010,10,6,4,1,2,1,3
2010,5,6,4,1,2,1,4
2010,45,6,4,1,2,1,5
2010,8250,6,4,1,2,1,6
2010,10,6,4,1,2,1,7
2010,20,6,4,1,2,1,8
2010,115,6,4,1,2,1,9
2010,45,6,4,1,2,1,10
2010,5,6,4,1,2,1,11
2010,10,7,1,1,1,1,6
2010,655,7,1,1,1,1,7
2010,5,7,1,1,1,1,8
2010,10,7,1,1,1,1,9
2010,5,7,1,1,1,1,10
2010,10,7,1,1,2,1,6
2010,655,7,1,1,2,1,7
2010,5,7,1,1,2,1,8
2010,15,7,1,1,2,1,9
2010,5,7,1,1,2,1,10
2010,5,7,2,1,1,1,6
2010,245,7,2,1,1,1,7
2010,5,7,2,1,1,1,8
2010,5,7,2,1,2,1,6
2010,235,7,2,1,2,1,7
2010,10,7,2,1,2,1,8
2010,5,7,2,1,2,1,9
2010,5,7,3,1,1,1,6
2010,75,7,3,1,1,1,7
2010,5,7,3,1,1,1,8
2010,5,7,3,1,2,1,6
2010,75,7,3,1,2,1,7
2010,5,7,3,1,2,1,8
2010,20,7,4,1,1,1,6
2010,975,7,4,1,1,1,7
2010,15,7,4,1,1,1,8
2010,10,7,4,1,1,1,9
2010,5,7,4,1,1,1,10
2010,20,7,4,1,2,1,6
2010,965,7,4,1,2,1,7
2010,20,7,4,1,2,1,8
2010,20,7,4,1,2,1,9
2010,5,7,4,1,2,1,10
2010,5,8,1,1,1,1,6
2010,5,8,1,1,1,1,7
2010,850,8,1,1,1,1,8
2010,25,8,1,1,1,1,9
2010,10,8,1,1,1,1,10
2010,10,8,1,1,2,1,6
2010,5,8,1,1,2,1,7
2010,830,8,1,1,2,1,8
2010,35,8,1,1,2,1,9
2010,15,8,1,1,2,1,10
2010,260,8,2,1,1,1,8
2010,5,8,2,1,1,1,9
2010,5,8,2,1,1,1,10
2010,255,8,2,1,2,1,8
2010,5,8,2,1,2,1,9
2010,5,8,2,1,2,1,10
2010,50,8,3,1,1,1,8
2010,45,8,3,1,2,1,8
2010,5,8,4,1,1,1,6
2010,5,8,4,1,1,1,7
2010,1160,8,4,1,1,1,8
2010,30,8,4,1,1,1,9
2010,15,8,4,1,1,1,10
2010,10,8,4,1,2,1,6
2010,5,8,4,1,2,1,7
2010,1130,8,4,1,2,1,8
2010,40,8,4,1,2,1,9
2010,20,8,4,1,2,1,10
2010,20,9,1,1,1,1,1
2010,5,9,1,1,1,1,2
2010,15,9,1,1,1,1,3
2010,10,9,1,1,1,1,4
2010,10,9,1,1,1,1,5
2010,40,9,1,1,1,1,6
2010,20,9,1,1,1,1,7
2010,135,9,1,1,1,1,8
2010,5645,9,1,1,1,1,9
2010,150,9,1,1,1,1,10
2010,10,9,1,1,1,1,11
2010,30,9,1,1,2,1,1
2010,5,9,1,1,2,1,2
2010,20,9,1,1,2,1,3
2010,10,9,1,1,2,1,4
2010,10,9,1,1,2,1,5
2010,55,9,1,1,2,1,6
2010,20,9,1,1,2,1,7
2010,140,9,1,1,2,1,8
2010,5525,9,1,1,2,1,9
2010,195,9,1,1,2,1,10
2010,5,9,1,1,2,1,11
2010,15,9,2,1,1,1,1
2010,10,9,2,1,1,1,3
2010,5,9,2,1,1,1,4
2010,15,9,2,1,1,1,6
2010,5,9,2,1,1,1,7
2010,45,9,2,1,1,1,8
2010,1745,9,2,1,1,1,9
2010,60,9,2,1,1,1,10
2010,5,9,2,1,1,1,11
2010,15,9,2,1,2,1,1
2010,10,9,2,1,2,1,3
2010,10,9,2,1,2,1,4
2010,5,9,2,1,2,1,5
2010,15,9,2,1,2,1,6
2010,10,9,2,1,2,1,7
2010,50,9,2,1,2,1,8
2010,1715,9,2,1,2,1,9
2010,75,9,2,1,2,1,10
2010,5,9,2,1,2,1,11
2010,5,9,3,1,1,1,6
2010,5,9,3,1,1,1,8
2010,460,9,3,1,1,1,9
2010,15,9,3,1,1,1,10
2010,5,9,3,1,2,1,6
2010,5,9,3,1,2,1,8
2010,450,9,3,1,2,1,9
2010,20,9,3,1,2,1,10
2010,35,9,4,1,1,1,1
2010,5,9,4,1,1,1,2
2010,25,9,4,1,1,1,3
2010,15,9,4,1,1,1,4
2010,10,9,4,1,1,1,5
2010,60,9,4,1,1,1,6
2010,25,9,4,1,1,1,7
2010,185,9,4,1,1,1,8
2010,7850,9,4,1,1,1,9
2010,225,9,4,1,1,1,10
2010,15,9,4,1,1,1,11
2010,45,9,4,1,2,1,1
2010,5,9,4,1,2,1,2
2010,30,9,4,1,2,1,3
2010,20,9,4,1,2,1,4
2010,15,9,4,1,2,1,5
2010,75,9,4,1,2,1,6
2010,30,9,4,1,2,1,7
2010,195,9,4,1,2,1,8
2010,7690,9,4,1,2,1,9
2010,290,9,4,1,2,1,10
2010,10,9,4,1,2,1,11
2010,5,10,1,1,1,1,3
2010,15,10,1,1,1,1,6
2010,10,10,1,1,1,1,8
2010,60,10,1,1,1,1,9
2010,2305,10,1,1,1,1,10
2010,5,10,1,1,2,1,3
2010,5,10,1,1,2,1,5
2010,10,10,1,1,2,1,6
2010,5,10,1,1,2,1,7
2010,10,10,1,1,2,1,8
2010,90,10,1,1,2,1,9
2010,2265,10,1,1,2,1,10
2010,20,10,2,1,1,1,9
2010,830,10,2,1,1,1,10
2010,5,10,2,1,1,1,11
2010,5,10,2,1,2,1,6
2010,5,10,2,1,2,1,8
2010,30,10,2,1,2,1,9
2010,820,10,2,1,2,1,10
2010,5,10,3,1,1,1,6
2010,5,10,3,1,1,1,8
2010,40,10,3,1,1,1,9
2010,950,10,3,1,1,1,10
2010,5,10,3,1,2,1,1
2010,5,10,3,1,2,1,3
2010,5,10,3,1,2,1,4
2010,5,10,3,1,2,1,6
2010,5,10,3,1,2,1,8
2010,55,10,3,1,2,1,9
2010,925,10,3,1,2,1,10
2010,5,10,3,1,2,1,11
2010,5,10,4,1,1,1,3
2010,20,10,4,1,1,1,6
2010,15,10,4,1,1,1,8
2010,120,10,4,1,1,1,9
2010,4085,10,4,1,1,1,10
2010,5,10,4,1,1,1,11
2010,5,10,4,1,2,1,1
2010,10,10,4,1,2,1,3
2010,5,10,4,1,2,1,4
2010,5,10,4,1,2,1,5
2010,20,10,4,1,2,1,6
2010,5,10,4,1,2,1,7
2010,20,10,4,1,2,1,8
2010,175,10,4,1,2,1,9
2010,4010,10,4,1,2,1,10
2010,5,10,4,1,2,1,11
2010,75,11,1,1,1,1,11
2010,5,11,1,1,2,1,4
2010,5,11,1,1,2,1,6
2010,5,11,1,1,2,1,9
2010,5,11,1,1,2,1,10
2010,65,11,1,1,2,1,11
2010,5,11,2,1,1,1,9
2010,15,11,2,1,1,1,11
2010,15,11,2,1,2,1,11
2010,5,11,4,1,1,1,9
2010,100,11,4,1,1,1,11
2010,5,11,4,1,2,1,4
2010,5,11,4,1,2,1,6
2010,5,11,4,1,2,1,9
2010,5,11,4,1,2,1,10
2010,85,11,4,1,2,1,11
2011,310,1,1,1,1,1,1
2011,5,1,1,1,1,1,6
2011,5,1,1,1,1,1,9
2011,5,1,1,1,1,1,11
2011,315,1,1,1,2,1,1
2011,10,1,1,1,2,1,9
2011,5,1,1,1,2,1,11
2011,90,1,2,1,1,1,1
2011,5,1,2,1,1,1,3
2011,10,1,2,1,1,1,9
2011,90,1,2,1,2,1,1
2011,5,1,2,1,2,1,9
2011,400,1,4,1,1,1,1
2011,5,1,4,1,1,1,3
2011,5,1,4,1,1,1,6
2011,15,1,4,1,1,1,9
2011,5,1,4,1,1,1,11
2011,405,1,4,1,2,1,1
2011,15,1,4,1,2,1,9
2011,5,1,4,1,2,1,11
2011,70,2,1,1,1,1,2
2011,5,2,1,1,1,1,3
2011,5,2,1,1,1,1,9
2011,65,2,1,1,2,1,2
2011,5,2,1,1,2,1,3
2011,5,2,1,1,2,1,6
2011,5,2,1,1,2,1,7
2011,5,2,1,1,2,1,8
2011,10,2,1,1,2,1,9
2011,10,2,2,1,1,1,2
2011,10,2,2,1,2,1,2
2011,85,2,4,1,1,1,2
2011,5,2,4,1,1,1,3
2011,5,2,4,1,1,1,9
2011,80,2,4,1,2,1,2
2011,5,2,4,1,2,1,3
2011,5,2,4,1,2,1,6
2011,5,2,4,1,2,1,7
2011,5,2,4,1,2,1,8
2011,10,2,4,1,2,1,9
2011,345,3,1,1,1,1,3
2011,5,3,1,1,1,1,6
2011,25,3,1,1,1,1,9
2011,5,3,1,1,1,1,10
2011,5,3,1,1,2,1,1
2011,330,3,1,1,2,1,3
2011,5,3,1,1,2,1,6
2011,5,3,1,1,2,1,8
2011,35,3,1,1,2,1,9
2011,155,3,2,1,1,1,3
2011,5,3,2,1,1,1,4
2011,140,3,2,1,2,1,3
2011,15,3,2,1,2,1,9
2011,500,3,4,1,1,1,3
2011,5,3,4,1,1,1,4
2011,5,3,4,1,1,1,6
2011,25,3,4,1,1,1,9
2011,5,3,4,1,1,1,10
2011,5,3,4,1,2,1,1
2011,475,3,4,1,2,1,3
2011,5,3,4,1,2,1,6
2011,5,3,4,1,2,1,8
2011,50,3,4,1,2,1,9
2011,5,4,1,1,1,1,3
2011,465,4,1,1,1,1,4
2011,5,4,1,1,1,1,6
2011,5,4,1,1,1,1,8
2011,15,4,1,1,1,1,9
2011,450,4,1,1,2,1,4
2011,5,4,1,1,2,1,8
2011,20,4,1,1,2,1,9
2011,165,4,2,1,1,1,4
2011,5,4,2,1,1,1,5
2011,5,4,2,1,1,1,9
2011,160,4,2,1,2,1,4
2011,15,4,2,1,2,1,9
2011,30,4,3,1,1,1,4
2011,25,4,3,1,2,1,4
2011,5,4,4,1,1,1,3
2011,660,4,4,1,1,1,4
2011,5,4,4,1,1,1,5
2011,5,4,4,1,1,1,6
2011,5,4,4,1,1,1,8
2011,20,4,4,1,1,1,9
2011,635,4,4,1,2,1,4
2011,5,4,4,1,2,1,8
2011,35,4,4,1,2,1,9
2011,3100,5,1,1,1,1,5
2011,5,5,1,1,1,1,6
2011,10,5,1,1,1,1,9
2011,5,5,1,1,1,1,11
2011,3085,5,1,1,2,1,5
2011,10,5,1,1,2,1,6
2011,10,5,1,1,2,1,9
2011,5,5,1,1,2,1,10
2011,2290,5,2,1,1,1,5
2011,5,5,2,1,1,1,6
2011,2270,5,2,1,2,1,5
2011,5,5,2,1,2,1,6
2011,5,5,2,1,2,1,9
2011,5,5,3,1,1,1,4
2011,3955,5,3,1,1,1,5
2011,10,5,3,1,1,1,6
2011,10,5,3,1,1,1,9
2011,5,5,3,1,2,1,4
2011,3910,5,3,1,2,1,5
2011,10,5,3,1,2,1,6
2011,25,5,3,1,2,1,9
2011,5,5,4,1,1,1,4
2011,9345,5,4,1,1,1,5
2011,20,5,4,1,1,1,6
2011,20,5,4,1,1,1,9
2011,5,5,4,1,1,1,11
2011,5,5,4,1,2,1,4
2011,9265,5,4,1,2,1,5
2011,25,5,4,1,2,1,6
2011,40,5,4,1,2,1,9
2011,5,5,4,1,2,1,10
2011,5,6,1,1,1,1,3
2011,20,6,1,1,1,1,5
2011,4835,6,1,1,1,1,6
2011,10,6,1,1,1,1,7
2011,5,6,1,1,1,1,8
2011,55,6,1,1,1,1,9
2011,15,6,1,1,1,1,10
2011,5,6,1,1,2,1,3
2011,5,6,1,1,2,1,4
2011,25,6,1,1,2,1,5
2011,4760,6,1,1,2,1,6
2011,5,6,1,1,2,1,7
2011,10,6,1,1,2,1,8
2011,105,6,1,1,2,1,9
2011,30,6,1,1,2,1,10
2011,5,6,1,1,2,1,11
2011,5,6,2,1,1,1,4
2011,20,6,2,1,1,1,5
2011,2265,6,2,1,1,1,6
2011,5,6,2,1,1,1,8
2011,10,6,2,1,1,1,9
2011,10,6,2,1,1,1,10
2011,5,6,2,1,2,1,1
2011,5,6,2,1,2,1,4
2011,20,6,2,1,2,1,5
2011,2270,6,2,1,2,1,6
2011,5,6,2,1,2,1,8
2011,35,6,2,1,2,1,9
2011,10,6,2,1,2,1,10
2011,5,6,3,1,1,1,3
2011,30,6,3,1,1,1,5
2011,2165,6,3,1,1,1,6
2011,5,6,3,1,1,1,7
2011,5,6,3,1,1,1,8
2011,10,6,3,1,1,1,9
2011,5,6,3,1,1,1,10
2011,5,6,3,1,2,1,1
2011,30,6,3,1,2,1,5
2011,2165,6,3,1,2,1,6
2011,5,6,3,1,2,1,7
2011,5,6,3,1,2,1,8
2011,15,6,3,1,2,1,9
2011,5,6,3,1,2,1,10
2011,10,6,4,1,1,1,3
2011,5,6,4,1,1,1,4
2011,70,6,4,1,1,1,5
2011,9265,6,4,1,1,1,6
2011,15,6,4,1,1,1,7
2011,15,6,4,1,1,1,8
2011,75,6,4,1,1,1,9
2011,30,6,4,1,1,1,10
2011,10,6,4,1,2,1,1
2011,5,6,4,1,2,1,3
2011,10,6,4,1,2,1,4
2011,75,6,4,1,2,1,5
2011,9195,6,4,1,2,1,6
2011,10,6,4,1,2,1,7
2011,20,6,4,1,2,1,8
2011,155,6,4,1,2,1,9
2011,45,6,4,1,2,1,10
2011,5,6,4,1,2,1,11
2011,5,7,1,1,1,1,6
2011,650,7,1,1,1,1,7
2011,10,7,1,1,1,1,8
2011,10,7,1,1,1,1,9
2011,5,7,1,1,1,1,10
2011,5,7,1,1,2,1,6
2011,635,7,1,1,2,1,7
2011,5,7,1,1,2,1,8
2011,15,7,1,1,2,1,9
2011,10,7,1,1,2,1,10
2011,5,7,2,1,1,1,6
2011,295,7,2,1,1,1,7
2011,5,7,2,1,1,1,8
2011,5,7,2,1,1,1,9
2011,10,7,2,1,2,1,6
2011,295,7,2,1,2,1,7
2011,5,7,2,1,2,1,8
2011,5,7,2,1,2,1,9
2011,5,7,2,1,2,1,10
2011,5,7,3,1,1,1,6
2011,65,7,3,1,1,1,7
2011,5,7,3,1,1,1,8
2011,5,7,3,1,1,1,9
2011,5,7,3,1,1,1,10
2011,5,7,3,1,2,1,6
2011,65,7,3,1,2,1,7
2011,5,7,3,1,2,1,8
2011,5,7,3,1,2,1,9
2011,15,7,4,1,1,1,6
2011,1010,7,4,1,1,1,7
2011,20,7,4,1,1,1,8
2011,20,7,4,1,1,1,9
2011,10,7,4,1,1,1,10
2011,20,7,4,1,2,1,6
2011,995,7,4,1,2,1,7
2011,15,7,4,1,2,1,8
2011,25,7,4,1,2,1,9
2011,15,7,4,1,2,1,10
2011,10,8,1,1,1,1,7
2011,915,8,1,1,1,1,8
2011,15,8,1,1,1,1,9
2011,5,8,1,1,1,1,10
2011,10,8,1,1,2,1,7
2011,900,8,1,1,2,1,8
2011,20,8,1,1,2,1,9
2011,10,8,1,1,2,1,10
2011,5,8,2,1,1,1,7
2011,305,8,2,1,1,1,8
2011,10,8,2,1,1,1,9
2011,5,8,2,1,2,1,7
2011,310,8,2,1,2,1,8
2011,10,8,2,1,2,1,9
2011,65,8,3,1,1,1,8
2011,60,8,3,1,2,1,8
2011,15,8,4,1,1,1,7
2011,1285,8,4,1,1,1,8
2011,25,8,4,1,1,1,9
2011,5,8,4,1,1,1,10
2011,15,8,4,1,2,1,7
2011,1270,8,4,1,2,1,8
2011,30,8,4,1,2,1,9
2011,10,8,4,1,2,1,10
2011,30,9,1,1,1,1,1
2011,10,9,1,1,1,1,3
2011,10,9,1,1,1,1,4
2011,5,9,1,1,1,1,5
2011,50,9,1,1,1,1,6
2011,10,9,1,1,1,1,7
2011,125,9,1,1,1,1,8
2011,5310,9,1,1,1,1,9
2011,120,9,1,1,1,1,10
2011,5,9,1,1,1,1,11
2011,40,9,1,1,2,1,1
2011,5,9,1,1,2,1,2
2011,20,9,1,1,2,1,3
2011,15,9,1,1,2,1,4
2011,5,9,1,1,2,1,5
2011,60,9,1,1,2,1,6
2011,15,9,1,1,2,1,7
2011,115,9,1,1,2,1,8
2011,5210,9,1,1,2,1,9
2011,175,9,1,1,2,1,10
2011,10,9,1,1,2,1,11
2011,15,9,2,1,1,1,1
2011,5,9,2,1,1,1,2
2011,10,9,2,1,1,1,3
2011,5,9,2,1,1,1,4
2011,25,9,2,1,1,1,6
2011,10,9,2,1,1,1,7
2011,40,9,2,1,1,1,8
2011,1780,9,2,1,1,1,9
2011,60,9,2,1,1,1,10
2011,5,9,2,1,1,1,11
2011,15,9,2,1,2,1,1
2011,5,9,2,1,2,1,2
2011,10,9,2,1,2,1,3
2011,5,9,2,1,2,1,4
2011,25,9,2,1,2,1,6
2011,15,9,2,1,2,1,7
2011,40,9,2,1,2,1,8
2011,1750,9,2,1,2,1,9
2011,75,9,2,1,2,1,10
2011,5,9,3,1,1,1,8
2011,550,9,3,1,1,1,9
2011,10,9,3,1,1,1,10
2011,5,9,3,1,2,1,6
2011,10,9,3,1,2,1,8
2011,530,9,3,1,2,1,9
2011,20,9,3,1,2,1,10
2011,45,9,4,1,1,1,1
2011,5,9,4,1,1,1,2
2011,20,9,4,1,1,1,3
2011,15,9,4,1,1,1,4
2011,5,9,4,1,1,1,5
2011,75,9,4,1,1,1,6
2011,20,9,4,1,1,1,7
2011,170,9,4,1,1,1,8
2011,7640,9,4,1,1,1,9
2011,190,9,4,1,1,1,10
2011,10,9,4,1,1,1,11
2011,55,9,4,1,2,1,1
2011,10,9,4,1,2,1,2
2011,30,9,4,1,2,1,3
2011,20,9,4,1,2,1,4
2011,5,9,4,1,2,1,5
2011,90,9,4,1,2,1,6
2011,30,9,4,1,2,1,7
2011,165,9,4,1,2,1,8
2011,7490,9,4,1,2,1,9
2011,270,9,4,1,2,1,10
2011,10,9,4,1,2,1,11
2011,5,10,1,1,1,1,1
2011,15,10,1,1,1,1,6
2011,5,10,1,1,1,1,7
2011,25,10,1,1,1,1,8
2011,110,10,1,1,1,1,9
2011,2765,10,1,1,1,1,10
2011,5,10,1,1,1,1,11
2011,5,10,1,1,2,1,3
2011,5,10,1,1,2,1,5
2011,15,10,1,1,2,1,6
2011,5,10,1,1,2,1,7
2011,30,10,1,1,2,1,8
2011,160,10,1,1,2,1,9
2011,2735,10,1,1,2,1,10
2011,5,10,1,1,2,1,11
2011,5,10,2,1,1,1,6
2011,5,10,2,1,1,1,8
2011,30,10,2,1,1,1,9
2011,980,10,2,1,1,1,10
2011,5,10,2,1,2,1,4
2011,10,10,2,1,2,1,6
2011,10,10,2,1,2,1,8
2011,45,10,2,1,2,1,9
2011,980,10,2,1,2,1,10
2011,15,10,3,1,1,1,6
2011,5,10,3,1,1,1,8
2011,125,10,3,1,1,1,9
2011,2075,10,3,1,1,1,10
2011,5,10,3,1,2,1,3
2011,25,10,3,1,2,1,6
2011,5,10,3,1,2,1,7
2011,15,10,3,1,2,1,8
2011,170,10,3,1,2,1,9
2011,2010,10,3,1,2,1,10
2011,5,10,3,1,2,1,11
2011,5,10,4,1,1,1,1
2011,35,10,4,1,1,1,6
2011,5,10,4,1,1,1,7
2011,35,10,4,1,1,1,8
2011,265,10,4,1,1,1,9
2011,5820,10,4,1,1,1,10
2011,5,10,4,1,1,1,11
2011,10,10,4,1,2,1,3
2011,5,10,4,1,2,1,4
2011,5,10,4,1,2,1,5
2011,50,10,4,1,2,1,6
2011,10,10,4,1,2,1,7
2011,55,10,4,1,2,1,8
2011,375,10,4,1,2,1,9
2011,5725,10,4,1,2,1,10
2011,10,10,4,1,2,1,11
2011,10,11,1,1,1,1,9
2011,75,11,1,1,1,1,11
2011,10,11,1,1,2,1,9
2011,75,11,1,1,2,1,11
2011,20,11,2,1,1,1,11
2011,5,11,2,1,2,1,9
2011,5,11,2,1,2,1,10
2011,20,11,2,1,2,1,11
2011,10,11,4,1,1,1,9
2011,105,11,4,1,1,1,11
2011,15,11,4,1,2,1,9
2011,5,11,4,1,2,1,10
2011,100,11,4,1,2,1,11
2012,320,1,1,1,1,1,1
2012,5,1,1,1,1,1,9
2012,310,1,1,1,2,1,1
2012,5,1,1,1,2,1,9
2012,85,1,2,1,1,1,1
2012,80,1,2,1,2,1,1
2012,5,1,2,1,2,1,9
2012,10,1,3,1,1,1,1
2012,10,1,3,1,2,1,1
2012,415,1,4,1,1,1,1
2012,5,1,4,1,1,1,9
2012,400,1,4,1,2,1,1
2012,10,1,4,1,2,1,9
2012,80,2,1,1,1,1,2
2012,5,2,1,1,1,1,6
2012,10,2,1,1,1,1,9
2012,5,2,1,1,1,1,11
2012,80,2,1,1,2,1,2
2012,5,2,1,1,2,1,6
2012,15,2,1,1,2,1,9
2012,10,2,2,1,1,1,2
2012,15,2,2,1,2,1,2
2012,90,2,4,1,1,1,2
2012,5,2,4,1,1,1,6
2012,10,2,4,1,1,1,9
2012,5,2,4,1,1,1,11
2012,95,2,4,1,2,1,2
2012,5,2,4,1,2,1,6
2012,15,2,4,1,2,1,9
2012,5,3,1,1,1,1,1
2012,285,3,1,1,1,1,3
2012,5,3,1,1,1,1,4
2012,15,3,1,1,1,1,9
2012,5,3,1,1,2,1,1
2012,275,3,1,1,2,1,3
2012,5,3,1,1,2,1,4
2012,5,3,1,1,2,1,6
2012,5,3,1,1,2,1,8
2012,15,3,1,1,2,1,9
2012,180,3,2,1,1,1,3
2012,10,3,2,1,1,1,9
2012,175,3,2,1,2,1,3
2012,10,3,2,1,2,1,9
2012,5,3,2,1,2,1,10
2012,5,3,4,1,1,1,1
2012,465,3,4,1,1,1,3
2012,5,3,4,1,1,1,4
2012,25,3,4,1,1,1,9
2012,5,3,4,1,2,1,1
2012,450,3,4,1,2,1,3
2012,5,3,4,1,2,1,4
2012,5,3,4,1,2,1,6
2012,5,3,4,1,2,1,8
2012,25,3,4,1,2,1,9
2012,5,3,4,1,2,1,10
2012,5,4,1,1,1,1,3
2012,420,4,1,1,1,1,4
2012,20,4,1,1,1,1,9
2012,5,4,1,1,2,1,3
2012,395,4,1,1,2,1,4
2012,25,4,1,1,2,1,9
2012,220,4,2,1,1,1,4
2012,5,4,2,1,1,1,5
2012,5,4,2,1,1,1,8
2012,5,4,2,1,1,1,9
2012,220,4,2,1,2,1,4
2012,5,4,2,1,2,1,5
2012,5,4,2,1,2,1,8
2012,5,4,2,1,2,1,9
2012,25,4,3,1,1,1,4
2012,25,4,3,1,2,1,4
2012,5,4,4,1,1,1,3
2012,665,4,4,1,1,1,4
2012,5,4,4,1,1,1,5
2012,5,4,4,1,1,1,8
2012,25,4,4,1,1,1,9
2012,5,4,4,1,2,1,3
2012,640,4,4,1,2,1,4
2012,5,4,4,1,2,1,5
2012,5,4,4,1,2,1,8
2012,30,4,4,1,2,1,9
2012,3000,5,1,1,1,1,5
2012,5,5,1,1,1,1,6
2012,5,5,1,1,1,1,9
2012,5,5,1,1,1,1,10
2012,2985,5,1,1,2,1,5
2012,5,5,1,1,2,1,6
2012,10,5,1,1,2,1,9
2012,5,5,1,1,2,1,10
2012,5,5,1,1,2,1,11
2012,2340,5,2,1,1,1,5
2012,5,5,2,1,1,1,6
2012,2310,5,2,1,2,1,5
2012,5,5,2,1,2,1,6
2012,20,5,2,1,2,1,9
2012,3780,5,3,1,1,1,5
2012,5,5,3,1,1,1,6
2012,5,5,3,1,1,1,9
2012,5,5,3,1,1,1,11
2012,5,5,3,1,2,1,4
2012,3750,5,3,1,2,1,5
2012,10,5,3,1,2,1,6
2012,10,5,3,1,2,1,9
2012,5,5,3,1,2,1,10
2012,9120,5,4,1,1,1,5
2012,15,5,4,1,1,1,6
2012,10,5,4,1,1,1,9
2012,5,5,4,1,1,1,10
2012,5,5,4,1,1,1,11
2012,5,5,4,1,2,1,4
2012,9045,5,4,1,2,1,5
2012,20,5,4,1,2,1,6
2012,40,5,4,1,2,1,9
2012,10,5,4,1,2,1,10
2012,5,5,4,1,2,1,11
2012,20,6,1,1,1,1,5
2012,4990,6,1,1,1,1,6
2012,5,6,1,1,1,1,7
2012,5,6,1,1,1,1,8
2012,80,6,1,1,1,1,9
2012,30,6,1,1,1,1,10
2012,5,6,1,1,2,1,1
2012,5,6,1,1,2,1,2
2012,5,6,1,1,2,1,3
2012,25,6,1,1,2,1,5
2012,4910,6,1,1,2,1,6
2012,5,6,1,1,2,1,7
2012,10,6,1,1,2,1,8
2012,105,6,1,1,2,1,9
2012,40,6,1,1,2,1,10
2012,5,6,1,1,2,1,11
2012,5,6,2,1,1,1,2
2012,15,6,2,1,1,1,5
2012,1995,6,2,1,1,1,6
2012,5,6,2,1,1,1,8
2012,25,6,2,1,1,1,9
2012,5,6,2,1,1,1,10
2012,5,6,2,1,2,1,1
2012,5,6,2,1,2,1,3
2012,15,6,2,1,2,1,5
2012,1960,6,2,1,2,1,6
2012,5,6,2,1,2,1,8
2012,35,6,2,1,2,1,9
2012,5,6,2,1,2,1,10
2012,5,6,3,1,1,1,3
2012,5,6,3,1,1,1,4
2012,20,6,3,1,1,1,5
2012,3065,6,3,1,1,1,6
2012,5,6,3,1,1,1,7
2012,15,6,3,1,1,1,9
2012,5,6,3,1,1,1,10
2012,5,6,3,1,2,1,4
2012,20,6,3,1,2,1,5
2012,3050,6,3,1,2,1,6
2012,20,6,3,1,2,1,9
2012,10,6,3,1,2,1,10
2012,5,6,4,1,1,1,2
2012,5,6,4,1,1,1,3
2012,5,6,4,1,1,1,4
2012,55,6,4,1,1,1,5
2012,10050,6,4,1,1,1,6
2012,10,6,4,1,1,1,7
2012,10,6,4,1,1,1,8
2012,120,6,4,1,1,1,9
2012,40,6,4,1,1,1,10
2012,10,6,4,1,2,1,1
2012,5,6,4,1,2,1,2
2012,10,6,4,1,2,1,3
2012,5,6,4,1,2,1,4
2012,60,6,4,1,2,1,5
2012,9920,6,4,1,2,1,6
2012,5,6,4,1,2,1,7
2012,15,6,4,1,2,1,8
2012,160,6,4,1,2,1,9
2012,55,6,4,1,2,1,10
2012,5,6,4,1,2,1,11
2012,5,7,1,1,1,1,3
2012,740,7,1,1,1,1,7
2012,10,7,1,1,1,1,8
2012,5,7,1,1,1,1,10
2012,725,7,1,1,2,1,7
2012,15,7,1,1,2,1,8
2012,5,7,1,1,2,1,9
2012,10,7,1,1,2,1,10
2012,5,7,2,1,1,1,6
2012,290,7,2,1,1,1,7
2012,5,7,2,1,1,1,8
2012,5,7,2,1,1,1,9
2012,5,7,2,1,2,1,6
2012,280,7,2,1,2,1,7
2012,5,7,2,1,2,1,8
2012,5,7,2,1,2,1,9
2012,10,7,3,1,1,1,6
2012,60,7,3,1,1,1,7
2012,5,7,3,1,1,1,8
2012,5,7,3,1,1,1,9
2012,10,7,3,1,2,1,6
2012,60,7,3,1,2,1,7
2012,5,7,3,1,2,1,8
2012,5,7,3,1,2,1,9
2012,5,7,4,1,1,1,3
2012,15,7,4,1,1,1,6
2012,1090,7,4,1,1,1,7
2012,20,7,4,1,1,1,8
